EmpID,StartDate,ExitDate,JobFamily,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,DivisionGroup,DOB,Region,JobFunctionGroup,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,IsActive,Age,TenureDays,SeniorityLevel
2137,2022-12-31,2023-01-15,Production,Joseph Guerra,CCDR,Future Start,Contract,Zone B,Full-Time,Involuntary,Fight perhaps along western.,Production       ,General Operations,,Northeast,Labor & Site Work,Female,53948,Black,Married,Exceeds,5,False,,15,Mid
2138,2021-11-04,2023-06-10,Production,Charles Castillo,EW,Active,Contract,Zone C,Temporary,Involuntary,Direction garden particularly trial.,Production       ,Project Management,1966,Northeast,Executive & Leadership,Female,69346,Hispanic,Divorced,Exceeds,2,False,58.888432580424364,583,Mid
2139,2020-05-05,,Production,Laura Fernandez,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,3763,White,Widowed,Exceeds,2,True,,1883,Mid
2140,2020-12-08,,Production,Christine Bryant,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,74489,Black,Widowed,Exceeds,2,True,,1666,Mid
2141,2018-09-29,2023-05-20,Production,Andrea Simmons,PL,Active,Contract,Zone C,Full-Time,Resignation,Many with summer.,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,73814,Hispanic,Married,Exceeds,2,False,,1694,Mid
2142,2020-01-09,2020-11-02,Production,Jill Hubbard,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Often his world its threat last.,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,40697,Other,Widowed,Exceeds,2,False,,298,Mid
2143,2020-07-01,2022-10-31,Production,Jessica Morales,SVG,Future Start,Contract,Zone A,Temporary,Involuntary,Gas group whose within step clear choose.,Production       ,Logistics / Maintenance,,Northeast,Project / Site Management,Female,46121,Asian,Divorced,Exceeds,1,False,,852,Mid
2144,2022-08-25,,Production,Matthew Valdez,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,80572,Hispanic,Divorced,Exceeds,2,True,,1041,Mid
2145,2019-02-27,,Production,Alex Price,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,1989,Northeast,Project / Site Management,Female,58886,Other,Divorced,Exceeds,1,True,35.73990417522245,2316,Mid
2146,2019-12-25,2023-06-04,Production,Jerry Peters,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Line close that rich.,Production       ,Field Engineering / Operations,1943,Northeast,Admin & Support,Female,73772,Other,Divorced,Exceeds,2,False,81.65913757700206,1257,Entry
2147,2020-08-14,2021-10-27,Production,Jessica Myers,NEL,Active,Contract,Zone B,Temporary,Involuntary,Gas also suffer air support size make.,Production       ,Field Engineering / Operations,1981,Northeast,Field Operations,Female,80599,Hispanic,Divorced,Exceeds,4,False,43.64955509924709,439,Entry
2148,2021-07-30,,Production,Andrea Morales,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Other,Female,75427,Black,Widowed,Exceeds,5,True,,1432,Entry
2149,2021-05-02,2023-06-27,Production,Charles Williams,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Development produce health drop should.,Production       ,Project Management,,Northeast,Project / Site Management,Female,90636,White,Single,Exceeds,5,False,,786,Entry
2150,2023-01-21,2023-03-29,Production,Eric Rivera,SVG,Active,Full-Time,Zone B,Full-Time,Voluntary,Onto brother heavy this job.,Production       ,Field Engineering / Operations,1971,Northeast,Other,Female,73850,Asian,Widowed,Exceeds,5,False,53.73579739904175,67,Entry
2151,2021-01-20,2023-06-27,Production,Jimmy Watkins,TNS,Active,Contract,Zone B,Temporary,Involuntary,Cut mind yard third.,Production       ,Field Engineering / Operations,1950,Northeast,Engineering,Female,47622,Hispanic,Married,Exceeds,1,False,74.57084188911705,888,Entry
2152,2020-10-07,,Production,Keith Odonnell,WBL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1956,Northeast,Project / Site Management,Female,70069,White,Widowed,Exceeds,2,True,69.48117727583846,1728,Entry
2153,2019-06-15,,Production,Isaiah Giles,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management,1944,Northeast,Admin & Support,Female,58613,Other,Married,Exceeds,4,True,80.80492813141684,2208,Entry
2154,2022-04-28,,Production,Steven Mccarthy,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1975,Northeast,Field Operations,Male,3793,Other,Married,Exceeds,4,True,49.81245722108145,1160,Entry
2155,2019-06-29,2023-02-19,Production,Jesse Montoya,EW,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,See take music any idea same military.,Production       ,Finance,,Northeast,Project / Site Management,Female,72455,Other,Single,Exceeds,4,False,,1331,Entry
2156,2018-09-11,2020-03-14,Production,Melissa Glass,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Over still care thought to.,Production       ,Executive,,Northeast,Project / Site Management,Female,94916,Black,Widowed,Exceeds,3,False,,550,Entry
2157,2020-05-15,2021-12-22,Production,Heather Swanson,NEL,Active,Contract,Zone A,Full-Time,Retirement,West run alone address week wear.,Production       ,General Operations,1950,Northeast,Admin & Support,Female,1687,Asian,Married,Exceeds,4,False,75.40862422997947,586,Entry
2158,2023-02-23,,Production,Scott Baker,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1962,Northeast,Project / Site Management,Female,54978,White,Married,Exceeds,3,True,62.98425735797399,859,Entry
2159,2021-03-23,2022-03-22,Production,James Medina,PYZ,Active,Full-Time,Zone C,Temporary,Resignation,Major actually hot cell.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,73141,White,Widowed,Exceeds,5,False,,364,Entry
2160,2022-11-07,2023-04-06,Production,Tyler Sexton,SVG,Active,Full-Time,Zone A,Part-Time,Involuntary,Glass agree upon picture that production.,Production       ,General Operations,,Northeast,Labor & Site Work,Female,5804,Other,Married,Exceeds,3,False,,150,Entry
2161,2021-05-19,,Production,Karen Frank,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management,,Northeast,Engineering,Female,61393,Asian,Single,Exceeds,3,True,,1504,Entry
2162,2021-01-02,,Production,Emily Mills,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management,1970,Northeast,Project / Site Management,Female,53999,Asian,Married,Exceeds,3,True,55.23887748117728,1641,Mid
2163,2019-03-26,,Production,Anna Garcia,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,,Northeast,Field Operations,Female,32240,White,Married,Exceeds,1,True,,2289,Mid
2164,2020-09-28,,Production,Jennifer Moore,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,,Northeast,Field Operations,Female,95333,Black,Divorced,Exceeds,3,True,,1737,Mid
2165,2019-03-16,2020-04-26,Production,Tracey Cox,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Line know television.,Production       ,Field Engineering / Operations,1948,Northeast,Labor & Site Work,Female,26451,Asian,Divorced,Exceeds,3,False,77.3990417522245,407,Mid
2166,2019-03-20,,Production,Michelle Kennedy,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1997,Northeast,Field Operations,Female,7438,Asian,Widowed,Exceeds,3,True,27.808350444900757,2295,Mid
2167,2018-12-30,2020-08-10,Production,Theresa Olson,SVG,Future Start,Part-Time,Zone B,Temporary,Voluntary,Maintain race expert cost continue store.,Production       ,IT,,Northeast,Admin & Support,Female,5348,Hispanic,Divorced,Exceeds,3,False,,589,Mid
2168,2018-08-08,,Production,Denise Roach,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,26000,Black,Divorced,Exceeds,3,True,,2519,Mid
2169,2020-07-04,2022-05-11,Production,Sarah Harrison,MSC,Active,Full-Time,Zone A,Full-Time,Retirement,Method suggest leave process deep tough seek.,Production       ,General Operations,,Northeast,Labor & Site Work,Female,81396,Black,Widowed,Exceeds,3,False,,676,Mid
2170,2023-01-29,,Production,Shawn Prince,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Finance & Analysis,Female,65842,Black,Widowed,Exceeds,3,True,,884,Entry
2171,2021-08-09,2022-05-27,Production,Nicholas Ho,BPC,Active,Full-Time,Zone A,Part-Time,Resignation,Change lose be mention blue rise society.,Production       ,Executive,1992,Northeast,Executive & Leadership,Female,34460,Hispanic,Married,Exceeds,3,False,33.385352498288846,291,Entry
2172,2021-05-16,2023-06-30,Production,Jennifer Collins,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Cost he international center head.,Production       ,Field Engineering / Operations,1994,Northeast,Labor & Site Work,Female,84884,Other,Single,Exceeds,3,False,31.082819986310746,775,Entry
2173,2021-08-14,2021-10-08,Production,Ryan Armstrong,SVG,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Others pull establish maintain dark at.,Production       ,Field Engineering / Operations,1987,Northeast,Engineering,Female,6115,Asian,Divorced,Exceeds,3,False,37.74127310061601,55,Entry
2174,2022-02-08,,Production,Mark Moore,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General Operations,,Northeast,Project / Site Management,Female,6918,Black,Married,Exceeds,3,True,,1239,Entry
2175,2019-12-16,2020-06-21,Production,Julia Mitchell,MSC,Active,Contract,Zone C,Temporary,Voluntary,Somebody include mention staff determine.,Production       ,Field Engineering / Operations,1987,Northeast,Field Operations,Female,71740,Hispanic,Widowed,Exceeds,2,False,37.74674880219028,188,Entry
2176,2021-10-07,,Production,Theresa Welch,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,4056,Asian,Married,Exceeds,2,True,,1363,Entry
2177,2020-12-23,,Production,Nicholas Robertson,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1951,Northeast,Project / Site Management,Male,35807,Asian,Single,PIP,4,True,73.82888432580424,1651,Entry
2178,2022-11-01,,Production,Amy Hinton,WBL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,86281,Hispanic,Married,PIP,4,True,,973,Entry
2179,2022-10-28,2023-05-27,Production,Christopher Gardner,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,Tree read security individual.,Production       ,Project Management,1996,Northeast,Project / Site Management,Female,28181,Black,Widowed,PIP,4,False,29.489390828199863,211,Entry
2180,2018-11-03,2023-05-03,Production,Elizabeth Koch,PL,Active,Full-Time,Zone A,Full-Time,Resignation,Cultural later per thank.,Production       ,Field Engineering / Operations,1980,Northeast,Field Operations,Female,74027,Hispanic,Widowed,PIP,5,False,44.889801505817935,1642,Entry
2181,2019-03-05,2020-03-16,Production,Nathaniel Harvey,BPC,Active,Contract,Zone A,Temporary,Resignation,Every maybe feel court.,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,94011,Black,Single,PIP,5,False,,377,Entry
2182,2021-03-14,,Production,Sharon Thompson,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,,Northeast,Engineering,Female,96129,Black,Widowed,Exceeds,4,True,,1570,Entry
2183,2018-12-13,,Production,Vickie Garrett,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Finance,1949,Northeast,Project / Site Management,Female,81415,White,Divorced,Exceeds,5,True,75.80013689253936,2392,Entry
2184,2021-09-05,2023-03-31,Production,Jeremy Ritter,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Line operation form notice.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,22258,Other,Divorced,Exceeds,2,False,,572,Entry
2185,2020-05-17,2022-02-18,Production,Todd Henson,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Lawyer her author poor. Person determine before.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,13138,Asian,Single,Exceeds,5,False,,642,Mid
2186,2023-03-03,2023-03-23,Production,Nathan Bush,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,Speech street suggest call edge.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Male,74447,Hispanic,Married,Exceeds,1,False,,20,Mid
2187,2020-02-28,,Production,Erica Wilson,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,31571,Hispanic,Married,Exceeds,5,True,,1950,Mid
2188,2021-02-11,2023-06-28,Production,Patrick Garner,BPC,Active,Part-Time,Zone A,Part-Time,Involuntary,Minute accept the must.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,1509,Black,Married,Exceeds,2,False,,867,Mid
2189,2019-01-25,,Production,Daniel Mullins,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Logistics / Maintenance,1944,Northeast,Maintenance & Logistics,Female,15861,White,Divorced,Needs Improvement,5,True,80.99110198494182,2349,Mid
2190,2023-04-25,2023-06-15,Production,Steven Kennedy,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Ago determine fact itself. Act employee but.,Production       ,General Operations,,Northeast,Labor & Site Work,Female,46637,Asian,Single,Needs Improvement,5,False,,51,Mid
2191,2021-02-14,2023-04-19,Production,Joshua Nguyen,EW,Active,Contract,Zone C,Part-Time,Retirement,Kid oil news part.,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,47342,Asian,Married,Needs Improvement,5,False,,794,Mid
2192,2020-10-07,2023-01-18,Production,Robert Wallace,MSC,Active,Part-Time,Zone C,Part-Time,Voluntary,Economy instead sense.,Production       ,General Operations,,Northeast,Admin & Support,Female,41219,Black,Divorced,Needs Improvement,1,False,,833,Mid
2193,2019-02-28,2023-06-01,Production,Carol Ingram,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Design and respond dog true knowledge.,Production       ,Field Engineering / Operations,1963,Northeast,Labor & Site Work,Male,67704,White,Married,Needs Improvement,4,False,61.91649555099247,1554,Entry
2194,2019-07-27,,Production,Deanna Diaz,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,57434,Other,Widowed,Needs Improvement,2,True,,2166,Entry
2195,2023-06-02,2023-07-07,Production,Traci Dillon,BPC,Active,Contract,Zone C,Part-Time,Voluntary,Popular but sort training region everybody.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,46366,Black,Single,Needs Improvement,2,False,,35,Entry
2196,2022-11-14,2023-01-04,Production,Steven Valdez,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Part not culture news. Here enter must.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Male,15989,White,Single,Needs Improvement,5,False,,51,Entry
2197,2018-08-22,2021-11-10,Production,Tamara Humphrey,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Two job continue often public often.,Production       ,Field Engineering / Operations,1983,Northeast,Field Operations,Female,77437,Asian,Divorced,Needs Improvement,4,False,42.220396988364136,1176,Entry
2198,2022-12-15,2022-12-29,Production,Joseph Bell,EW,Active,Contract,Zone B,Temporary,Retirement,Friend country free.,Production       ,Field Engineering / Operations,1963,Northeast,Other,Female,63184,White,Single,Exceeds,1,False,62.00136892539357,14,Entry
2199,2020-05-31,,Production,Catherine Spencer,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1977,Northeast,Project / Site Management,Female,15120,White,Divorced,Exceeds,4,True,47.97535934291581,1857,Entry
2200,2022-07-19,,Production,Raven Jackson,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,4751,Asian,Single,Exceeds,4,True,,1078,Entry
2201,2020-07-01,,Production,Linda Mills,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management,,Northeast,Field Operations,Male,37225,Other,Married,Exceeds,2,True,,1826,Entry
2202,2020-11-18,,Production,Sandra Hawkins,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management,1969,Northeast,Project / Site Management,Female,92017,Asian,Married,Exceeds,4,True,56.49555099247091,1686,Entry
2203,2020-02-29,2021-05-20,Production,Richard Jones,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Together three executive compare.,Production       ,General Operations,1986,Northeast,Field Operations,Female,42742,Asian,Married,Exceeds,1,False,39.23887748117728,446,Entry
2204,2021-09-24,2022-01-28,Production,Lee Crawford,PL,Active,Part-Time,Zone B,Part-Time,Retirement,Natural event religious during article total.,Production       ,Logistics / Maintenance,,Northeast,Project / Site Management,Female,58905,Other,Divorced,Needs Improvement,2,False,,126,Entry
2205,2022-04-13,2023-07-30,Production,Jason Boyd,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Article machine reflect land lose simply medical.,Production       ,General Operations,,Northeast,Admin & Support,Female,32235,Black,Divorced,Needs Improvement,4,False,,473,Entry
2206,2022-10-25,,Production,Tracey Scott,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1942,Northeast,Field Operations,Female,40461,Other,Widowed,Needs Improvement,5,True,83.47433264887064,980,Entry
2207,2021-01-27,,Production,Juan Owens,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,1953,Northeast,Other,Female,97669,Black,Divorced,Needs Improvement,5,True,72.0684462696783,1616,Entry
2208,2018-09-21,,IT & Infrastructure,Keith Fisher,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Field Operations,Female,6040,Other,Married,Needs Improvement,5,True,,2475,Entry
2209,2020-04-14,,IT & Infrastructure,Aaron Ramos,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Male,2170,Black,Widowed,Needs Improvement,5,True,,1904,Entry
2210,2021-05-31,2022-10-31,IT & Infrastructure,Kimberly Frazier,PL,Active,Part-Time,Zone C,Temporary,Resignation,Quite able race more friend voice choice.,IT/IS,Field Engineering / Operations,1965,Northeast,Executive & Leadership,Female,2360,Black,Single,Exceeds,4,False,60.380561259411365,518,Entry
2211,2020-04-10,,IT & Infrastructure,Matthew Wood,WBL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Admin & Support,Female,6070,White,Married,Exceeds,5,True,,1908,Entry
2212,2022-07-03,2023-03-22,IT & Infrastructure,Amber Hoffman,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,Possible shake fall type discover expert.,IT/IS,Field Engineering / Operations,1991,Northeast,Executive & Leadership,Female,74179,White,Widowed,Exceeds,1,False,34.1409993155373,262,Entry
2213,2023-03-15,2023-05-10,IT & Infrastructure,David Kennedy,EW,Active,Part-Time,Zone A,Full-Time,Retirement,You suggest area.,IT/IS,Logistics / Maintenance,1965,Northeast,Maintenance & Logistics,Female,8415,Asian,Married,Exceeds,5,False,59.82477754962355,56,Entry
2214,2021-07-29,2022-08-12,IT & Infrastructure,Amber Johnson,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Religious far child break thought watch.,IT/IS,Field Engineering / Operations,,Northeast,Field Operations,Female,8196,Black,Married,Exceeds,4,False,,379,Entry
2215,2022-02-05,2023-01-13,IT & Infrastructure,Susan Kelly,BPC,Active,Contract,Zone B,Temporary,Resignation,Ten when myself hit off.,IT/IS,Field Engineering / Operations,,Northeast,Engineering,Female,95814,Asian,Divorced,Exceeds,1,False,,342,Entry
2216,2022-11-09,,IT & Infrastructure,Lynn Fry,WBL,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,General Operations,1972,Northeast,Field Operations,Female,21899,Hispanic,Single,Exceeds,1,True,53.38809034907597,965,Manager
2217,2020-11-23,2020-12-14,IT & Infrastructure,Donna Brown,TNS,Active,Part-Time,Zone A,Temporary,Voluntary,Knowledge thank speak clearly.,IT/IS,HR / People Services,,Northeast,Executive & Leadership,Female,52244,Hispanic,Divorced,Exceeds,4,False,,21,Manager
2218,2019-02-21,2022-10-21,IT & Infrastructure,Jacob Christian,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Quality heavy security nature amount take room.,IT/IS,Field Engineering / Operations,1967,Northeast,Project / Site Management,Female,29237,Asian,Widowed,Exceeds,4,False,57.64544832306639,1338,Manager
2219,2022-09-25,2023-05-06,IT & Infrastructure,Lance Torres,SVG,Active,Part-Time,Zone C,Part-Time,Retirement,Past really million address again forget.,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,8635,Hispanic,Widowed,Exceeds,5,False,,223,Entry
2220,2022-09-17,,IT & Infrastructure,Charles Johnson,EW,Active,Contract,Zone B,Temporary,Unk,,IT/IS,General Operations,1961,Northeast,Engineering,Female,30879,Asian,Married,Exceeds,4,True,63.82477754962355,1018,Entry
2221,2019-05-31,,IT & Infrastructure,Megan Walker,MSC,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,49637,Hispanic,Single,Exceeds,4,True,,2223,Entry
2222,2020-07-21,2021-08-18,IT & Infrastructure,Scott Thomas,TNS,Active,Part-Time,Zone A,Temporary,Resignation,End trouble tonight amount page reach debate.,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,77955,Hispanic,Widowed,Exceeds,4,False,,393,Entry
2223,2020-07-04,,IT & Infrastructure,Jason Smith,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Executive,,Northeast,Executive & Leadership,Female,43748,Asian,Widowed,Exceeds,2,True,,1823,Manager
2224,2020-10-13,,IT & Infrastructure,Eric Clay,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,8958,Asian,Divorced,Exceeds,4,True,,1722,Manager
2225,2023-05-01,,IT & Infrastructure,Kimberly Rosales,EW,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Field Engineering / Operations,1971,Northeast,Project / Site Management,Male,84923,Black,Divorced,Exceeds,2,True,53.57700205338809,792,Manager
2226,2019-03-22,2021-06-17,IT & Infrastructure,Daniel Blake,SVG,Active,Contract,Zone A,Full-Time,Resignation,Clearly rule suddenly.,IT/IS,General Operations,1960,Northeast,Admin & Support,Female,73392,White,Married,Exceeds,1,False,64.81314168377824,818,Entry
2227,2021-12-27,,IT & Infrastructure,Timothy Young,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Field Engineering / Operations,1995,Northeast,Field Operations,Female,13915,Black,Widowed,Needs Improvement,5,True,30.072553045859,1282,Entry
2228,2018-08-12,2022-06-13,IT & Infrastructure,Michael Webb,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,Partner performance newspaper sense all where.,IT/IS,Other,,Northeast,Labor & Site Work,Female,58630,White,Divorced,PIP,4,False,,1401,Entry
2229,2022-12-28,,IT & Infrastructure,Mitchell Wilson,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Field Engineering / Operations,1977,Northeast,Labor & Site Work,Female,11746,Asian,Divorced,PIP,4,True,47.748117727583846,916,Entry
2230,2018-11-25,,IT & Infrastructure,Jose Rivera,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General Operations,,Northeast,Project / Site Management,Female,51949,Hispanic,Married,Fully Meets,2,True,,2410,Manager
2231,2020-12-26,,IT & Infrastructure,Joshua Maxwell,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General Operations,,Northeast,Labor & Site Work,Female,54795,Other,Single,Fully Meets,2,True,,1648,Manager
2232,2022-12-16,,IT & Infrastructure,Whitney Small,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Field Engineering / Operations,1942,Northeast,Engineering,Male,79191,Hispanic,Single,Fully Meets,5,True,82.7378507871321,928,Manager
2233,2019-09-27,,IT & Infrastructure,Wendy Khan,MSC,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Field Engineering / Operations,,Northeast,Field Operations,Female,93777,Asian,Single,Fully Meets,1,True,,2104,Entry
2234,2021-02-20,2022-01-09,IT & Infrastructure,William Phillips,EW,Active,Part-Time,Zone C,Full-Time,Resignation,Particularly put occur. Approach often be.,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,87474,Black,Married,Fully Meets,2,False,,323,Entry
2235,2022-02-26,,IT & Infrastructure,Elizabeth Peterson,CCDR,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Logistics / Maintenance,,Northeast,Admin & Support,Female,37994,Other,Single,Fully Meets,1,True,,1221,Entry
2236,2018-12-23,2021-10-11,IT & Infrastructure,Amber Rocha,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Choice learn town themselves cup experience.,IT/IS,Field Engineering / Operations,,Northeast,Project / Site Management,Female,44145,Hispanic,Widowed,Fully Meets,1,False,,1023,Entry
2237,2022-01-10,2023-01-04,IT & Infrastructure,John Thomas,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Run vote behind factor father.,IT/IS,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,25760,Other,Single,Fully Meets,2,False,,359,Manager
2238,2021-03-04,2021-12-06,IT & Infrastructure,April Burns,TNS,Active,Part-Time,Zone B,Temporary,Resignation,Office little different tax down top.,IT/IS,Project Management,,Northeast,Finance & Analysis,Male,55252,Hispanic,Widowed,Fully Meets,2,False,,277,Manager
2239,2023-03-10,2023-04-04,IT & Infrastructure,Sean Hill,SVG,Active,Full-Time,Zone C,Part-Time,Retirement,Future where and.,IT/IS,Field Engineering / Operations,1962,Northeast,Project / Site Management,Male,62468,Asian,Divorced,Fully Meets,5,False,62.554414784394254,25,Manager
2240,2018-12-05,,IT & Infrastructure,Erika Green,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Finance,,Northeast,Finance & Analysis,Female,91567,Hispanic,Married,Fully Meets,2,True,,2400,Entry
2241,2021-06-24,,IT & Infrastructure,David Velasquez,EW,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,IT,1981,Northeast,Engineering,Female,5139,Hispanic,Married,Fully Meets,2,True,44.08213552361397,1468,Entry
2242,2022-05-10,2022-07-16,IT & Infrastructure,Alicia Farrell,MSC,Active,Full-Time,Zone C,Temporary,Resignation,Performance paper teacher tree student.,IT/IS,Field Engineering / Operations,,Northeast,Admin & Support,Female,48114,Hispanic,Married,Fully Meets,4,False,,67,Entry
2243,2023-04-13,2023-05-03,IT & Infrastructure,Desiree Martinez,TNS,Active,Full-Time,Zone A,Part-Time,Involuntary,This bank out.,IT/IS,Finance,,Northeast,Finance & Analysis,Female,90316,Other,Married,Fully Meets,4,False,,20,Entry
2244,2022-08-04,,IT & Infrastructure,Jesse Archer,PYZ,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Engineering / Operations,1949,Northeast,Field Operations,Female,47299,Other,Married,Fully Meets,4,True,75.56194387405887,1062,Manager
2245,2021-02-28,2022-07-13,IT & Infrastructure,Mrs. Lori Petty MD,WBL,Active,Part-Time,Zone C,Part-Time,Resignation,Later star one than within live.,IT/IS,Field Engineering / Operations,,Northeast,Project / Site Management,Male,54056,Black,Divorced,Fully Meets,5,False,,500,Manager
