EmpID,StartDate,ExitDate,JobFamily,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,DivisionGroup,DOB,Region,JobFunctionGroup,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,IsActive,Age,TenureDays,SeniorityLevel,StartYear,GroupMeanAge,SampleCount
1829,2020-02-29,,Production,Joel Flynn,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,37531,White,Married,Exceeds,3,True,54.66629416353047,1949,Entry,2020,53.56418369675043,525
1830,2018-12-08,,Production,Patrick Carpenter,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Finance,1972,Northeast,Admin & Support,Female,78846,Black,Married,Needs Improvement,3,True,53.377339035742544,2397,Entry,2018,53.56418369675043,525
1831,2022-06-26,2023-06-15,Production,Daniel Mathis,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,End lay return last compare.,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Female,40762,Asian,Widowed,Needs Improvement,3,False,53.66174477406075,354,Entry,2022,53.56418369675043,525
1832,2019-11-03,,Production,Bradley Randall,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Female,70743,White,Married,Needs Improvement,3,True,69.08145106091717,2067,Entry,2019,53.56418369675043,525
1833,2023-01-01,,Production,Anita Chapman,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Field Operations,Female,3284,White,Married,Needs Improvement,3,True,53.327234684503345,912,Entry,2023,53.56418369675043,525
1834,2020-07-31,2021-04-05,Production,Joseph Diaz,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Child lose recently.,Production       ,Project Management,1969,Northeast,Project / Site Management,Female,80929,White,Divorced,Needs Improvement,3,False,55.67997787629703,248,Mid,2020,56.07692563279573,206
1835,2021-09-10,2022-07-19,Production,Danielle Reyes,EW,Active,Part-Time,Zone B,Temporary,Resignation,Strategy word southern.,Production       ,Field Engineering / Operations,1969,Northeast,Labor & Site Work,Female,5480,Asian,Single,Needs Improvement,3,False,56.3154869580286,312,Mid,2021,56.07692563279573,206
1836,2019-06-19,,Production,Daniel Hardy,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,35394,Hispanic,Divorced,Needs Improvement,3,True,54.69788661651858,2204,Mid,2019,56.07692563279573,206
1837,2021-08-16,,Production,Michael Graves,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management,1970,Northeast,Field Operations,Female,5981,Asian,Divorced,Needs Improvement,3,True,54.80463815477681,1415,Mid,2021,56.07692563279573,206
1838,2019-07-08,,Production,Elizabeth Kaufman,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,4188,White,Widowed,Exceeds,3,True,55.0113261808045,2185,Entry,2019,53.56418369675043,525
1839,2021-08-17,2022-08-31,Production,Joshua Glenn,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,First sing others lot film anyone.,Production       ,HR / People Services,1970,Northeast,Admin & Support,Female,74361,Other,Single,Exceeds,3,False,55.34864554528497,379,Entry,2021,53.56418369675043,525
1840,2021-01-08,,Production,Misty Brown,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General Operations,1970,Northeast,Engineering,Female,56925,Hispanic,Single,Exceeds,3,True,55.898699520876114,1635,Entry,2021,53.56418369675043,525
1841,2018-08-14,,Production,Brian Paul,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Field Operations,Female,62148,Hispanic,Widowed,Exceeds,3,True,53.05742096186945,2513,Entry,2018,53.56418369675043,525
1842,2021-07-30,,Production,Ricardo Harris,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General Operations,1970,Northeast,Project / Site Management,Male,20467,Asian,Divorced,Exceeds,3,True,27.143052703627653,1432,Entry,2021,53.56418369675043,525
1843,2023-04-08,,Production,Samantha French,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Male,43130,Hispanic,Married,Needs Improvement,3,True,62.46680355920602,815,Entry,2023,53.56418369675043,525
1844,2019-09-11,,Production,Nicole Vasquez,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,1972,Northeast,Admin & Support,Female,52114,Other,Single,Exceeds,3,True,52.64716238932465,2120,Entry,2019,53.56418369675043,525
1845,2020-03-05,2021-08-22,Production,Matthew Ramirez,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Force leader remain machine place.,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Female,78947,Black,Single,Needs Improvement,3,False,54.140181869706495,535,Entry,2020,53.56418369675043,525
1846,2019-12-02,,Production,Sarah Delacruz,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Project / Site Management,Male,85558,Black,Single,Needs Improvement,3,True,53.19912038114282,2038,Entry,2019,53.56418369675043,525
1847,2022-12-03,2022-12-24,Production,Lee Lucas,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Beat scene dream because by who ok.,Production       ,Project Management,1973,Northeast,Project / Site Management,Male,16653,Other,Divorced,Needs Improvement,3,False,51.66572911939181,21,Entry,2022,53.56418369675043,525
1848,2021-12-23,,Production,Lisa Reed,TNS,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Engineering,Male,40621,Black,Divorced,PIP,3,True,52.188794086215196,1286,Entry,2021,53.56418369675043,525
1849,2022-01-28,,Production,Mary Conley,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management,1971,Northeast,Project / Site Management,Female,31815,Hispanic,Divorced,PIP,3,True,54.42807261214002,1250,Entry,2022,53.56418369675043,525
1850,2019-12-15,2021-06-25,Production,Ashley Orozco,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Food few generation seek outside.,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Female,78073,White,Married,PIP,3,False,54.19987946439104,558,Entry,2019,53.56418369675043,525
1851,2021-11-11,2022-08-01,Production,Angelica Vazquez,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Left how maintain structure these enter kitchen.,Production       ,General Operations,1973,Northeast,Labor & Site Work,Female,57276,Hispanic,Single,PIP,3,False,51.672567666764365,263,Entry,2021,53.56418369675043,525
1852,2019-02-15,2023-07-28,Production,Christopher Ponce,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Fall share energy myself.,Production       ,General Operations,1973,Northeast,Field Operations,Female,47682,Black,Single,PIP,3,False,52.45207234448223,1624,Entry,2019,53.56418369675043,525
1853,2022-03-31,,Production,Tara Fields,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,26452,Other,Divorced,PIP,3,True,55.001224819148014,1188,Mid,2022,56.07692563279573,206
1854,2020-10-25,2022-04-18,Production,Joshua Evans,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Fight ahead group.,Production       ,Logistics / Maintenance,1968,Northeast,Maintenance & Logistics,Female,68252,Asian,Married,PIP,3,False,56.764496607190644,540,Mid,2020,56.07692563279573,206
1855,2022-07-25,2023-04-26,Production,Lisa Hernandez,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Pretty line two she accept be.,Production       ,General Operations,1971,Northeast,Other,Male,42024,Other,Married,Exceeds,3,False,54.15576778381318,275,Mid,2022,56.07692563279573,206
1856,2021-08-02,,Production,Nancy Valdez,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Female,45723,Black,Widowed,Exceeds,3,True,54.493359960734026,1429,Mid,2021,56.07692563279573,206
1857,2021-11-13,2023-03-17,Production,David Garcia,BPC,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Have appear along within western city drug tough.,Production       ,Consulting / Client Delivery,1970,Northeast,Engineering,Male,93336,Other,Divorced,Exceeds,3,False,69.07323750855578,489,Mid,2021,56.07692563279573,206
1858,2019-05-07,2019-11-27,Production,Ryan Baker,TNS,Active,Contract,Zone A,Full-Time,Resignation,Reality line toward follow well able.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,16981,Asian,Widowed,Exceeds,3,False,54.76384803824319,204,Entry,2019,53.56418369675043,525
1859,2020-12-31,2021-03-04,Production,Tammy Poole,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Article hope tree happy affect check people.,Production       ,Field Engineering / Operations,1973,Northeast,Field Operations,Female,66623,Hispanic,Married,Exceeds,3,False,52.27836234496777,63,Entry,2020,53.56418369675043,525
1860,2019-12-10,2020-03-07,Production,Jenna Perry,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Entire list exactly control enough.,Production       ,Project Management,1970,Northeast,Project / Site Management,Female,34484,Asian,Divorced,Exceeds,3,False,25.05954825462012,88,Entry,2019,53.56418369675043,525
1861,2020-06-11,,Production,Ana Harding,NEL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Other,Male,97856,Black,Widowed,Exceeds,3,True,73.63723477070499,1846,Entry,2020,53.56418369675043,525
1862,2021-08-30,,Production,Thomas Davis,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Male,25103,Other,Single,Exceeds,3,True,54.175168128157935,1401,Entry,2021,53.56418369675043,525
1863,2019-11-04,2021-12-29,Production,Jennifer Boone,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Nor director yard within car into final.,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Female,87036,Other,Single,Exceeds,3,False,52.51691482093734,786,Entry,2019,53.56418369675043,525
1864,2023-06-03,2023-07-18,Production,Karen Smith,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Take health either southern religious today.,Production       ,Field Engineering / Operations,1973,Northeast,Other,Female,51953,Hispanic,Married,Exceeds,3,False,51.961949267787816,45,Entry,2023,53.56418369675043,525
1865,2021-02-14,,Production,Jamie Anderson,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Field Operations,Female,67354,Asian,Single,Exceeds,3,True,52.53687246074825,1598,Entry,2021,53.56418369675043,525
1866,2023-02-28,,Production,Kathleen Boyle,EW,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,81653,Asian,Divorced,Exceeds,3,True,54.45325142417307,854,Entry,2023,53.56418369675043,525
1867,2021-01-09,2021-08-17,Production,Natalie Roman,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Apply must visit street.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,25698,Asian,Divorced,Needs Improvement,3,False,82.66392881587953,220,Entry,2021,53.56418369675043,525
1868,2022-03-22,2023-05-15,Production,Anthony Diaz,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Always agree room animal drug.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,6756,Black,Single,Needs Improvement,3,False,54.98696956917558,419,Entry,2022,53.56418369675043,525
1869,2019-11-11,,Production,Robert Adams,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,70511,Asian,Married,Exceeds,3,True,54.8850631550184,2059,Entry,2019,53.56418369675043,525
1870,2022-10-04,,Production,Steven Reid,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Female,73361,Hispanic,Married,Fully Meets,3,True,53.15291781522425,1001,Entry,2022,53.56418369675043,525
1871,2021-08-23,,Production,Andrew Calderon,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,51310,White,Widowed,Fully Meets,3,True,28.892539356605067,1408,Entry,2021,53.56418369675043,525
1872,2022-12-05,2023-06-18,Production,Andrew Ball,PL,Active,Full-Time,Zone B,Temporary,Retirement,General nature open.,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Female,64371,Hispanic,Married,Fully Meets,3,False,54.23652424303302,195,Entry,2022,53.56418369675043,525
1873,2019-07-20,2019-08-28,Production,Christine Larson,BPC,Active,Contract,Zone C,Temporary,Involuntary,Art professional rather move explain.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,76588,Black,Married,Fully Meets,3,False,54.89686281445901,39,Mid,2019,56.07692563279573,206
1874,2021-11-05,,Production,Brenda Thompson,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,IT,1970,Northeast,Field Operations,Male,35018,Asian,Widowed,Fully Meets,3,True,64.56125941136209,1334,Mid,2021,56.07692563279573,206
1875,2021-01-04,2023-03-04,Production,Patricia Robbins,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Young finally can fact.,Production       ,General Operations,1970,Northeast,Project / Site Management,Male,24806,Other,Single,Fully Meets,3,False,71.9151266255989,789,Mid,2021,56.07692563279573,206
1876,2022-10-14,2023-03-02,Production,Terry Stevens,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Sound modern feel special me fish produce.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,40691,Hispanic,Single,Fully Meets,3,False,55.24951655383978,139,Mid,2022,56.07692563279573,206
1877,2021-10-30,,Production,Rachel Paul,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,1967,Northeast,Project / Site Management,Male,5750,Asian,Married,Fully Meets,3,True,57.66226890688021,1340,Mid,2021,56.07692563279573,206
1878,2022-10-02,2023-06-28,Production,Elizabeth Miller,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Toward situation politics.,Production       ,Field Engineering / Operations,1973,Northeast,Project / Site Management,Female,78562,White,Single,Fully Meets,3,False,51.616191390793375,269,Entry,2022,53.56418369675043,525
1879,2018-11-25,2020-06-14,Production,David Vasquez,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Field Engineering / Operations,1973,Northeast,Engineering,Female,56517,Black,Single,Fully Meets,3,False,51.90621782016831,567,Entry,2018,53.56418369675043,525
1880,2021-07-09,2023-01-28,Production,Alexandra Rice,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Within direction court hope security stuff early.,Production       ,Project Management,1970,Northeast,Project / Site Management,Female,10781,Black,Widowed,Fully Meets,3,False,59.4798083504449,568,Entry,2021,53.56418369675043,525
1881,2019-05-01,,Production,Thomas Lee,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Field Operations,Male,54917,Asian,Single,Fully Meets,3,True,52.39572871733454,2253,Entry,2019,53.56418369675043,525
1882,2021-11-09,2023-01-13,Production,Christina Burgess,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,List try partner four tax.,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Female,91039,Asian,Divorced,Fully Meets,3,False,80.39698836413416,430,Entry,2021,53.56418369675043,525
1883,2018-08-27,2019-03-23,Production,Regina Goodwin,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Unit computer what age career.,Production       ,Project Management,1970,Northeast,Project / Site Management,Female,26876,Black,Single,Fully Meets,3,False,57.9958932238193,208,Entry,2018,53.56418369675043,525
1884,2019-03-16,,Production,Alicia Gonzalez,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General Operations,1973,Northeast,Engineering,Female,57831,Other,Married,Fully Meets,3,True,51.670312512245715,2299,Entry,2019,53.56418369675043,525
1885,2022-01-07,,Production,Peter Giles,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,1973,Northeast,Field Operations,Male,67723,Other,Married,Fully Meets,3,True,52.28992543710962,1271,Entry,2022,53.56418369675043,525
1886,2022-10-04,2023-03-05,Production,Daniel Guerra,SVG,Active,Contract,Zone A,Temporary,Involuntary,Amount establish away part.,Production       ,Executive,1970,Northeast,Admin & Support,Male,79888,White,Single,Fully Meets,3,False,40.56673511293634,152,Entry,2022,53.56418369675043,525
1887,2022-03-23,,Production,Ashley Clark,TNS,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,78957,White,Divorced,Fully Meets,3,True,53.8963499406292,1196,Entry,2022,53.56418369675043,525
1888,2020-05-05,2023-07-25,Production,Veronica Murphy,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,History follow budget forget instead mind.,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Female,36015,White,Married,Fully Meets,3,False,53.249881899120425,1176,Entry,2020,53.56418369675043,525
1889,2020-11-23,,Production,Kelsey Thompson,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,General Operations,1970,Northeast,Labor & Site Work,Female,19032,Other,Divorced,Fully Meets,3,True,55.13487054105833,1681,Entry,2020,53.56418369675043,525
1890,2022-03-28,,Production,Cole Johns,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,55466,White,Widowed,Fully Meets,3,True,54.8339579437042,1191,Entry,2022,53.56418369675043,525
1891,2020-03-25,,Production,Wendy Elliott,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Labor & Site Work,Female,6790,Hispanic,Married,Fully Meets,3,True,52.93145310354194,1924,Entry,2020,53.56418369675043,525
1892,2018-08-07,,Production,Nicholas Anderson,TNS,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,91219,Asian,Single,Fully Meets,3,True,55.1146193665209,2520,Mid,2018,56.07692563279573,206
1893,2020-02-11,,Production,Darryl Scott,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General Operations,1969,Northeast,Admin & Support,Male,84422,White,Divorced,Fully Meets,3,True,55.5956952654648,1967,Mid,2020,56.07692563279573,206
1894,2023-01-01,,Production,Clayton Wilson,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1969,Northeast,Labor & Site Work,Male,12371,Other,Single,Fully Meets,3,True,56.43810540285496,912,Mid,2023,56.07692563279573,206
1895,2022-12-07,,Production,Phillip Fernandez,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,23076,White,Married,Fully Meets,3,True,55.14918019608723,937,Mid,2022,56.07692563279573,206
1896,2023-03-13,,Production,Joshua Tapia,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1968,Northeast,Engineering,Female,80925,Hispanic,Married,Fully Meets,3,True,56.573521264192266,841,Mid,2023,56.07692563279573,206
1897,2021-11-14,,Production,Lauren Wilson,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1969,Northeast,Labor & Site Work,Male,38371,Asian,Divorced,Fully Meets,3,True,55.71457224156069,1325,Mid,2021,56.07692563279573,206
1898,2019-06-05,2020-10-20,Production,Benjamin Lang,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Benefit avoid fill begin any individual thousand.,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Female,5154,White,Single,Fully Meets,3,False,53.772372420158355,503,Entry,2019,53.56418369675043,525
1899,2020-12-12,2023-05-28,Production,Ashley Cannon,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,57914,Asian,Married,Fully Meets,3,False,42.81724845995893,897,Entry,2020,53.56418369675043,525
1900,2020-04-06,,Production,Lauren Thompson,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General Operations,1972,Northeast,Admin & Support,Female,46828,Hispanic,Widowed,Fully Meets,3,True,53.3086898132917,1912,Entry,2020,53.56418369675043,525
1901,2023-01-30,,Production,Diana Cox,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Female,51699,White,Divorced,Fully Meets,3,True,65.89459274469542,883,Entry,2023,53.56418369675043,525
1902,2020-09-08,2022-09-19,Production,Samantha Hester,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,86441,Other,Divorced,Fully Meets,3,False,73.38535249828884,741,Entry,2020,53.56418369675043,525
1903,2020-12-14,2021-12-07,Production,Roger Lynch,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,39875,Black,Divorced,Fully Meets,3,False,65.22108145106091,358,Entry,2020,53.56418369675043,525
1904,2022-11-07,,Production,Brenda Rodriguez,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General Operations,1970,Northeast,Labor & Site Work,Female,73332,Asian,Widowed,Fully Meets,3,True,42.72142368240931,967,Entry,2022,53.56418369675043,525
1905,2022-04-06,,Production,Sean Moon,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Executive & Leadership,Female,85085,Asian,Married,Fully Meets,3,True,53.30869267624914,1182,Entry,2022,53.56418369675043,525
1906,2021-02-22,,Production,Holly Hudson,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,11009,Hispanic,Widowed,Fully Meets,3,True,77.91101984941821,1590,Entry,2021,53.56418369675043,525
1907,2022-05-16,,Production,Charles Allen,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,89719,Asian,Widowed,Fully Meets,3,True,36.65434633812457,1142,Entry,2022,53.56418369675043,525
1908,2020-01-18,,Production,Bonnie Hardin,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Field Operations,Female,71466,White,Widowed,Fully Meets,3,True,52.742046734918105,1991,Entry,2020,53.56418369675043,525
1909,2021-10-21,,Production,Heather Michael,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,1970,Northeast,Labor & Site Work,Female,68175,White,Widowed,Fully Meets,3,True,55.35799692459906,1349,Entry,2021,53.56418369675043,525
1910,2019-01-05,,Production,Jose Gomez,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1970,Northeast,Engineering,Female,48973,Hispanic,Divorced,Fully Meets,3,True,82.64750171115674,2369,Entry,2019,53.56418369675043,525
1911,2021-01-24,2022-01-27,Production,Angela Bailey,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Human box wish natural student staff.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,36064,White,Divorced,Fully Meets,3,False,34.053388090349074,368,Entry,2021,53.56418369675043,525
1912,2020-03-06,2021-03-06,Production,Brett Sims,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Here relationship possible purpose instead.,Production       ,Field Engineering / Operations,1968,Northeast,Engineering,Female,7544,Asian,Married,Fully Meets,3,False,57.13134880943477,365,Mid,2020,56.07692563279573,206
1913,2022-11-19,2023-02-15,Production,Natalie Johnson,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Fine many herself field method draw learn.,Production       ,General Operations,1970,Northeast,Field Operations,Male,70057,White,Married,Fully Meets,3,False,54.63737833586154,88,Mid,2022,56.07692563279573,206
1914,2019-03-15,2019-10-02,Production,Deanna Freeman,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Scene receive customer way medical way itself.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,34085,Other,Married,Fully Meets,3,False,44.24093086926762,201,Mid,2019,56.07692563279573,206
1915,2023-05-11,2023-07-05,Production,Mary Todd,NEL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Rate pick despite too happy.,Production       ,General Operations,1967,Northeast,Labor & Site Work,Female,25099,Asian,Divorced,Fully Meets,3,False,57.55079753638738,55,Mid,2023,56.07692563279573,206
1916,2022-02-05,2023-02-07,Production,Kevin Perkins,PL,Leave of Absence,Full-Time,Zone A,Full-Time,Involuntary,Shake hold standard team seat word.,Production       ,General Operations,1969,Northeast,Field Operations,Male,86671,Other,Divorced,Fully Meets,3,False,56.02665042579378,367,Mid,2022,56.07692563279573,206
1917,2019-05-29,,Production,Joseph Bryant,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,1970,Northeast,Engineering,Female,39874,Black,Single,Fully Meets,3,True,64.65708418891171,2225,Entry,2019,53.56418369675043,525
1918,2023-01-09,2023-03-14,Production,Kayla Shelton,MSC,Active,Contract,Zone B,Temporary,Involuntary,Talk beyond year seven.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,36065,Black,Single,Fully Meets,3,False,34.80082135523614,64,Entry,2023,53.56418369675043,525
1919,2022-05-01,2022-11-21,Production,Dylan Foster,TNS,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Man mean daughter best quite guess.,Production       ,Logistics / Maintenance,1970,Northeast,Maintenance & Logistics,Female,7972,Other,Widowed,Fully Meets,3,False,55.1423926043268,204,Entry,2022,53.56418369675043,525
1920,2021-01-26,2021-08-06,Production,Mary Morgan,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Avoid song interview them class.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,81226,Hispanic,Widowed,Fully Meets,3,False,76.90896646132786,192,Entry,2021,53.56418369675043,525
1921,2021-09-06,2023-07-02,Production,Danny Howard,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Member space player.,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Male,10345,Other,Married,Fully Meets,3,False,54.763604720539696,664,Entry,2021,53.56418369675043,525
1922,2020-07-29,,Production,Lisa Morrison,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,1970,Northeast,Field Operations,Male,89245,Asian,Divorced,Fully Meets,3,True,67.38398357289527,1798,Entry,2020,53.56418369675043,525
1923,2023-03-31,2023-04-30,Production,John Adams,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Officer thus service.,Production       ,HR / People Services,1970,Northeast,Executive & Leadership,Female,46757,Other,Widowed,Fully Meets,3,False,58.652977412731005,30,Entry,2023,53.56418369675043,525
1924,2023-05-16,2023-05-29,Production,Derek Thompson,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,More sure call best.,Production       ,Field Engineering / Operations,1972,Northeast,Project / Site Management,Female,53602,Hispanic,Married,Fully Meets,3,False,53.26503771462737,13,Entry,2023,53.56418369675043,525
1925,2023-04-29,2023-07-07,Production,Jason Kelly,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Gun better when. Ok suddenly certain seat.,Production       ,Field Engineering / Operations,1973,Northeast,Labor & Site Work,Male,91520,Other,Divorced,Fully Meets,3,False,51.6540609300309,69,Entry,2023,53.56418369675043,525
