EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1599,2022-05-18,2023-04-10,Production Technician II,Marie Cruz,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Late hand figure just price blood.,Production       ,Field Operations,13-11-1975,MA,Laborer,Male,82257,White,Divorced,Exceeds,3
1600,2018-11-06,,Production Technician II,April Carpenter,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,19-05-1993,MA,Technician,Female,23314,Hispanic,Married,Exceeds,3
1601,2022-03-29,2023-07-24,Production Technician II,Christopher Sullivan,SVG,Active,Part-Time,Zone C,Temporary,Resignation,Participant create society method tough team.,Production       ,Engineers,8/10/1990,MA,Engineer,Male,45740,Asian,Single,Exceeds,3
1602,2021-11-04,2022-05-10,Production Technician II,Elizabeth Klein MD,EW,Active,Full-Time,Zone A,Part-Time,Voluntary,Event increase laugh same whatever.,Production       ,General - Con,10/10/2000,MA,Technician,Female,60262,Asian,Married,Exceeds,3
1603,2023-04-27,,Production Technician II,Jonathon Rivera,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,25-12-1968,MA,Locator,Male,29223,White,Single,Exceeds,3
1604,2020-03-08,,Production Technician II,Ryan Dominguez,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,19-10-1976,MA,Operator,Male,80948,Asian,Married,Exceeds,3
1605,2019-04-27,2020-10-08,Production Technician I,Mark Marks,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,West hold these man affect heavy from myself.,Production       ,Field Operations,20-10-1956,MA,Laborer,Female,95266,Black,Single,Exceeds,3
1606,2019-05-11,,Production Technician I,Justin Hartman,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,6/3/1944,MA,Laborer,Female,33304,White,Divorced,Exceeds,3
1607,2021-03-09,,Production Technician I,David Boyd,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),10/12/1987,MA,Shop,Female,36632,Hispanic,Married,Needs Improvement,3
1608,2020-11-05,,Production Technician I,Emily Flores,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,24-02-1997,MA,Technician,Female,20625,White,Widowed,PIP,3
1609,2018-09-12,2023-02-25,Production Technician I,John Hopkins,SVG,Active,Contract,Zone A,Full-Time,Retirement,Fight look song material year happen.,Production       ,General - Eng,26-11-1953,MA,Engineer,Male,26283,Black,Married,PIP,3
1610,2019-11-09,2019-11-18,Production Technician I,Wendy Williamson,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Option action around live school rich spend.,Production       ,General - Con,28-01-1986,MA,Flagger,Female,67750,White,Single,Needs Improvement,3
1611,2018-11-29,2022-07-09,Production Technician I,Glenda Wilson,MSC,Active,Full-Time,Zone C,Part-Time,Voluntary,Over almost sport stay.,Production       ,Project Management - Con,25-01-1962,MA,Coordinator,Female,53913,Hispanic,Widowed,Needs Improvement,3
1612,2022-07-03,2023-02-22,Production Technician I,Bailey Richards,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Foreign truth concern break ground.,Production       ,General - Sga,28-05-1993,MA,Lineman,Male,76052,White,Single,Needs Improvement,3
1613,2019-09-26,2020-08-01,Production Technician I,Taylor Cruz,PYZ,Active,Contract,Zone C,Full-Time,Voluntary,Real public realize evening building middle.,Production       ,Field Operations,3/7/1995,MA,Laborer,Female,61768,Other,Single,Exceeds,3
1614,2022-12-23,,Production Technician I,Joseph Harris,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-03-1951,MA,Director,Male,33335,Asian,Divorced,Needs Improvement,3
1615,2023-01-19,,Production Technician I,Courtney Mann,NEL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,16-01-1960,MA,Foreman,Male,69290,White,Married,Exceeds,3
1616,2018-10-01,,Production Technician I,Anthony Page,PL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,3/6/1991,MA,Laborer,Female,65106,Black,Divorced,Needs Improvement,3
1617,2022-02-18,,Production Technician I,Christina Powell,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,27-12-1991,MA,Lineman,Female,12740,Black,Divorced,Needs Improvement,3
1618,2021-12-09,,Production Technician I,Shane Smith,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,16-06-1977,MA,Laborer,Male,58121,White,Widowed,Needs Improvement,3
1619,2019-01-01,2021-09-23,Production Technician I,Tammie Brown,SVG,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,Letter happen cut.,Production       ,General - Con,8/8/1964,MA,Foreman,Female,95591,Black,Widowed,Needs Improvement,3
1620,2020-05-27,,Production Technician I,David Browning,EW,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Executive,4/3/1967,MA,Executive Assistant,Male,70072,Asian,Single,Needs Improvement,3
1621,2021-09-21,2023-01-28,BI Developer,Alicia Mendoza,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,That commercial east message peace.,IT/IS,Field Operations,9/12/1975,MA,Supervisor,Male,2134,Other,Divorced,Needs Improvement,3
1622,2021-08-30,2022-03-22,BI Developer,Cynthia Goodwin,TNS,Active,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Aerial,21-01-1942,MA,Director,Male,2134,Asian,Single,Needs Improvement,3
1623,2023-06-19,2023-07-31,BI Developer,David Beard,PYZ,Active,Full-Time,Zone C,Temporary,Voluntary,Stage pay south word speak.,IT/IS,Finance & Accounting,17-06-2001,MA,Intern,Male,2045,Other,Divorced,Needs Improvement,3
1624,2023-05-12,2023-05-16,Senior BI Developer,Maria Rivera,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Call certain industry out believe show.,IT/IS,Field Operations,22-10-1996,MA,Top Hand,Male,1887,White,Widowed,Needs Improvement,3
1625,2022-06-05,,Senior BI Developer,Victor Maynard,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Shop (Fleet),16-09-1977,MA,Manager,Male,2056,Other,Single,Exceeds,3
1626,2020-09-17,2021-06-08,Data Architect,William Green,PL,Active,Full-Time,Zone B,Temporary,Resignation,To national third with give law live.,IT/IS,General - Con,12/5/1947,MA,Technician,Female,2056,Other,Married,Needs Improvement,3
1627,2023-05-15,,BI Developer,Alicia Howard,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,14-01-1966,MA,Technician,Female,2110,Other,Divorced,Exceeds,3
1628,2018-12-15,2019-11-14,Senior BI Developer,Walter Thompson,CCDR,Active,Part-Time,Zone A,Temporary,Retirement,Evidence but adult coach claim minute simple.,IT/IS,Catv,12/4/1974,MA,Foreman,Female,1886,Asian,Single,Needs Improvement,3
1629,2019-11-06,2023-03-22,BI Developer,Robert Crawford,PL,Terminated for Cause,Part-Time,Zone B,Full-Time,Voluntary,Prevent sing be member democratic.,IT/IS,Field Operations,4/1/1946,MA,Engineer,Female,2970,Hispanic,Married,Fully Meets,3
1630,2021-04-25,2022-10-25,BI Developer,David Wu,BPC,Terminated for Cause,Contract,Zone C,Temporary,Involuntary,Avoid no beat from interesting.,IT/IS,General - Con,5/2/1944,MA,Foreman,Female,13058,Other,Single,Fully Meets,3
1631,2023-06-17,2023-07-19,BI Developer,Jessica Peters,CCDR,Terminated for Cause,Full-Time,Zone C,Full-Time,Voluntary,President site student thank community.,IT/IS,Executive,24-10-1986,MA,Executive Assistant,Female,20602,White,Widowed,Fully Meets,3
1632,2022-01-14,,BI Developer,Mary Lewis,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,6/8/1970,MA,Driller,Female,40731,Black,Widowed,Fully Meets,3
1633,2018-10-22,2019-03-13,Area Sales Manager,Sandra Gardner,EW,Active,Contract,Zone B,Temporary,Involuntary,Establish hotel up value property.,IT/IS,Field Operations,5/5/1994,MA,Laborer,Female,94379,Black,Widowed,Fully Meets,3
1634,2021-10-17,2022-11-13,Area Sales Manager,Bethany Jackson,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Partner decide help quite whether market.,IT/IS,Finance & Accounting,22-07-1974,MA,Administration,Male,62674,Black,Divorced,Fully Meets,3
1635,2021-10-19,2023-04-10,Area Sales Manager,Alexandra Harvey,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Upon south nice five reduce lose.,IT/IS,Safety,26-09-1988,MA,Safety,Male,18618,Hispanic,Single,Fully Meets,3
1636,2018-10-16,2018-12-17,Sales Manager,Donna Gomez,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Four look heavy by much.,Admin Offices,Aerial,7/11/1998,MA,Lineman,Male,6067,White,Single,Fully Meets,3
1637,2020-04-26,2020-07-21,Sales Manager,Mr. Keith Smith DVM,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Rather which writer family.,Admin Offices,General - Con,18-01-1986,MA,Foreman,Male,78952,Black,Divorced,Fully Meets,3
1638,2020-01-22,2022-10-26,Sales Manager,Miss Andrea Robertson,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Suggest point then however matter close her.,Sales,Finance & Accounting,20-07-1994,MA,Accounting,Male,82541,Asian,Divorced,Fully Meets,3
1639,2022-03-30,2022-07-21,BI Director,Robert Ford,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Prevent entire business ask meeting contain tree.,IT/IS,Field Operations,10/1/1958,MA,Technician,Male,87307,Black,Married,Fully Meets,3
1640,2021-05-29,2022-09-03,BI Developer,Christopher Meyer,MSC,Terminated for Cause,Contract,Zone A,Full-Time,Voluntary,Item many international assume almost whole.,IT/IS,Engineers,30-08-1961,MA,Field Project Manager,Female,59443,Hispanic,Divorced,Fully Meets,3
1641,2023-03-09,2023-05-30,BI Developer,Daniel Cooke,NEL,Terminated for Cause,Part-Time,Zone C,Temporary,Voluntary,Shake war over young like anything order.,IT/IS,Field Operations,6/10/1989,MA,Laborer,Female,40835,Other,Married,Fully Meets,3
1642,2019-11-22,2019-12-28,BI Developer,Jennifer Davies,PL,Terminated for Cause,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3
1643,2019-04-07,2020-12-22,Area Sales Manager,Christopher King,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Player when almost cultural.,IT/IS,Aerial,19-05-1981,MA,Supervisor,Male,12567,Other,Widowed,Fully Meets,3
1644,2023-03-23,2023-03-28,Area Sales Manager,Jasmine Mclaughlin,TNS,Active,Contract,Zone C,Temporary,Voluntary,Away painting appear six live radio.,IT/IS,Aerial,5/10/2000,MA,Foreman,Male,94154,Other,Widowed,Fully Meets,3
1645,2021-02-18,2022-10-28,Area Sales Manager,Jennifer Briggs,WBL,Active,Part-Time,Zone A,Temporary,Resignation,Be choice ever concern.,IT/IS,Fielders,19-12-1975,MA,Engineer,Male,42258,Hispanic,Widowed,Fully Meets,3
1646,2019-04-05,2021-05-07,Sales Manager,Carol Morales,SVG,Active,Contract,Zone C,Full-Time,Voluntary,Fight beautiful describe personal.,Admin Offices,General - Sga,17-06-1987,MA,Engineer,Male,74220,Black,Divorced,Fully Meets,3
1647,2019-10-23,2022-07-09,Sales Manager,Johnny Parker,EW,Active,Contract,Zone B,Part-Time,Involuntary,Book fill person size institution number attack.,IT/IS,Catv,3/2/1986,MA,Foreman,Male,47015,Black,Widowed,Fully Meets,3
1648,2021-05-14,,Sales Manager,Karen Cordova,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Aerial,19-08-1977,MA,Driver,Male,96848,White,Single,Fully Meets,3
1649,2019-03-19,,CIO,Diana Schmitt,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Wireline Construction,10/3/1964,TX,Groundman,Male,87451,White,Single,Fully Meets,3
1650,2019-05-08,2020-10-01,BI Director,Courtney Chang,NEL,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Past stand forget offer serious never.,IT/IS,Engineers,27-02-1946,MA,Technician,Male,29739,Asian,Widowed,Fully Meets,3
1651,2019-10-05,2023-05-21,BI Developer,Patricia Moore,PL,Terminated for Cause,Part-Time,Zone A,Temporary,Involuntary,Offer hundred defense street draw glass thank.,IT/IS,Aerial,23-01-1993,MA,Laborer,Female,13117,Black,Widowed,Fully Meets,3
1652,2021-11-29,2022-05-31,BI Developer,Tiffany Cantrell,BPC,Terminated for Cause,Full-Time,Zone C,Full-Time,Resignation,Environment campaign left bar.,IT/IS,Field Operations,1/6/1985,MA,Driver,Female,2581,White,Single,Fully Meets,3
1653,2018-11-06,2019-12-26,Area Sales Manager,Alyssa Gutierrez,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Within amount each onto hair. Single hope threat.,IT/IS,Field Operations,7/1/1957,MA,Foreman,Male,63435,Hispanic,Married,Fully Meets,3
1654,2021-07-27,2021-11-23,Area Sales Manager,Raymond Walsh,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Should three accept interesting these.,IT/IS,Engineers,19-12-1999,MA,Administrative,Male,87224,Black,Divorced,Fully Meets,3
1655,2023-07-18,,Area Sales Manager,Lisa Thompson,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Wireline Construction,1/9/1942,MA,Project Manager,Male,3563,Black,Married,Fully Meets,3
1656,2022-09-04,,Senior BI Developer,Jessica Morgan,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Admin Offices,Field Operations,20-05-1985,MA,Tower Hand,Male,10497,Black,Single,Fully Meets,3
1657,2019-05-24,,Sales Manager,Tristan Hutchinson,SVG,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Engineers,30-08-1969,MA,Engineer,Male,38675,Other,Married,Fully Meets,3
1658,2019-11-03,,Sales Manager,Aaron Willis,EW,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,29-12-1975,MA,Laborer,Male,72313,Other,Widowed,Fully Meets,3
1659,2019-11-26,2021-03-19,Sales Manager,Keith Fleming,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,North rise until plan join.,Sales,Field Operations,30-06-1977,MA,Laborer,Female,39930,White,Single,Fully Meets,3
1660,2022-08-09,2022-09-01,CIO,Whitney Miller,WBL,Terminated for Cause,Contract,Zone B,Full-Time,Retirement,Tax five question.,IT/IS,General - Con,2/7/1971,MA,Technician,Male,47536,Other,Widowed,Fully Meets,3
1661,2019-03-19,,BI Director,Christina Randall,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Finance & Accounting,16-05-1982,MA,Clerk,Male,91255,Hispanic,Divorced,Fully Meets,3
1662,2018-11-25,,BI Developer,William Lloyd,PL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Engineers,4/11/1963,MA,Engineer,Female,19115,Hispanic,Married,Fully Meets,3
1663,2022-04-10,2023-04-03,BI Developer,Mrs. Jennifer Hughes,BPC,Terminated for Cause,Full-Time,Zone C,Full-Time,Retirement,Economic its member focus growth.,IT/IS,Aerial,30-01-1961,MA,Lineman,Female,32063,Asian,Widowed,Fully Meets,3
1664,2021-04-02,,Area Sales Manager,Jordan Bennett,EW,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Splicing,10/9/1991,MA,Laborer,Male,2597,White,Single,Fully Meets,3
1665,2019-12-22,,Area Sales Manager,Jonathan Taylor,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,10/7/1963,MA,Coordinator,Male,30018,Black,Widowed,Fully Meets,3
1666,2021-08-14,,Area Sales Manager,Alexis Johns,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,22-07-1978,OR,Locator,Male,38619,Black,Divorced,Fully Meets,3
1667,2018-08-28,,Senior BI Developer,Gloria Franklin,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,Splicing,19-03-1972,MA,Splicer,Male,62112,Black,Widowed,Fully Meets,3
1668,2023-07-10,,Senior BI Developer,Eric Mcclain,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Admin Offices,Aerial,7/9/1947,MA,Laborer,Male,35842,Black,Single,Fully Meets,3
1669,2020-09-18,,Sales Manager,Olivia Barton,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,14-09-1961,MA,Executive Assistant,Male,78813,Asian,Divorced,Fully Meets,3
1670,2019-07-18,,Sales Manager,Bethany Norris,EW,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Splicing,6/11/1960,MA,Laborer,Female,4772,Other,Widowed,Fully Meets,3
1671,2021-11-21,2021-12-12,Sales Manager,Anita Brown,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Position face whose and cut consider wide.,Sales,Project Management - Con,10/10/1964,MA,Coordinator,Female,83162,White,Married,Fully Meets,3
1672,2021-03-08,,CIO,Emily Chen,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,26-05-1947,MA,Tester,Male,21426,Asian,Married,Fully Meets,3
1673,2019-08-21,,BI Director,April Gallagher,EW,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,General - Con,7/11/1950,MA,Laborer,Female,74874,Other,Widowed,Fully Meets,3
1674,2022-04-30,2023-06-09,BI Developer,Deborah White,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Involuntary,Tax reduce by firm.,IT/IS,Wireline Construction,17-06-1946,MA,Laborer,Female,56043,Other,Married,Fully Meets,3
1675,2023-02-03,2023-04-16,Area Sales Manager,Crystal Garcia,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,Simply class career vote.,IT/IS,Field Operations,2/11/1959,MA,Technician,Male,59192,Hispanic,Widowed,Fully Meets,3
1676,2023-05-08,,Area Sales Manager,Jeremy Ewing,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Catv,12/8/1963,MA,Foreman,Male,82767,Other,Widowed,Fully Meets,3
1677,2022-07-29,,Area Sales Manager,Dillon Guerrero,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,22-11-1965,OR,Foreman,Female,44156,Other,Widowed,Fully Meets,3
1678,2020-11-18,2021-05-22,Senior BI Developer,Barbara Boyd,PL,Active,Part-Time,Zone A,Part-Time,Resignation,Republican threat song to rock.,Admin Offices,Field Operations,28-03-1946,MA,Technician,Female,59433,Black,Widowed,Fully Meets,3
1679,2021-05-16,2022-04-14,Senior BI Developer,Susan Barrett,BPC,Active,Part-Time,Zone C,Part-Time,Voluntary,Hope notice white husband turn manage.,Admin Offices,Engineers,14-12-1944,MA,Project Manager,Male,42691,Black,Widowed,Fully Meets,3
1680,2019-10-25,2020-10-16,Senior BI Developer,Anthony Foster,CCDR,Active,Full-Time,Zone C,Temporary,Involuntary,Soon prove offer couple word science.,IT/IS,General - Con,1/9/1976,MA,Laborer,Male,33673,Other,Divorced,Fully Meets,3
1681,2023-03-05,2023-05-04,Sales Manager,Jennifer Cook,SVG,Active,Contract,Zone B,Temporary,Retirement,I western water easy practice dinner none.,IT/IS,Engineers,10/10/1974,MA,Engineer,Female,34659,White,Divorced,Fully Meets,3
1682,2021-06-01,,Sales Manager,Elizabeth Romero,EW,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,29-12-1970,MA,Foreman,Female,65125,Black,Married,Fully Meets,3
1683,2022-01-22,2022-07-25,Sales Manager,Rebecca Davis,MSC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Heart lose care sort deal.,Sales,Aerial,14-02-1988,MA,Lineman,Female,97969,Other,Married,Fully Meets,3
1684,2023-07-09,2023-07-31,CIO,Christopher Ayala,WBL,Terminated for Cause,Contract,Zone A,Part-Time,Involuntary,Not budget never social yourself agreement.,IT/IS,Engineers,7/3/1963,MA,Engineer,Male,18894,Hispanic,Widowed,Fully Meets,3
1685,2018-11-11,2019-05-27,BI Director,Jeremy Wright,NEL,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Action whatever school machine fear.,IT/IS,Aerial,26-06-1968,MA,Foreman,Female,16287,Black,Divorced,Fully Meets,3
1686,2021-01-05,2021-06-18,BI Developer,Jennifer Adams,SVG,Active,Contract,Zone C,Full-Time,Retirement,Scientist become a become value cell policy.,IT/IS,Finance & Accounting,6/3/1954,MA,Intern,Male,63472,Black,Widowed,Fully Meets,3
1687,2022-11-25,,Area Sales Manager,Charles Williamson,EW,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Engineers,25-04-1967,MA,Drafter,Male,19801,White,Widowed,Fully Meets,3
1688,2020-03-30,2023-07-21,Area Sales Manager,James Black,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Together among marriage center evidence sure.,IT/IS,Shop (Fleet),23-07-1956,OR,Mechanic,Male,34107,Other,Divorced,Fully Meets,3
1689,2021-01-02,2022-09-22,Senior BI Developer,Wendy Palmer,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Benefit available decade.,Admin Offices,Field Operations,4/12/1985,MA,Technician,Male,35372,Other,Married,Fully Meets,3
1690,2019-02-26,2019-07-26,Senior BI Developer,Tracy Price,NEL,Active,Contract,Zone A,Temporary,Voluntary,Alone education career how difficult worry.,Admin Offices,Yard (Material Handling),20-01-1942,MA,Administrative,Male,56249,Black,Widowed,Fully Meets,3
1691,2019-10-06,,Senior BI Developer,Ruth Cruz,PL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,21-01-1946,MA,Technician,Male,77562,Black,Widowed,Fully Meets,3
1692,2020-04-19,2022-07-30,Sales Manager,William Hutchinson,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Hundred nor last.,IT/IS,Engineers,23-09-1943,MA,Engineer,Female,23764,Other,Widowed,Fully Meets,3
1693,2022-12-24,,Sales Manager,Sharon Kim,SVG,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Operations,13-08-1985,MA,Tower Hand,Female,2558,Other,Single,Fully Meets,3
1694,2021-04-09,2021-05-29,CIO,Dennis Gardner,TNS,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,Make company education fish.,IT/IS,Aerial,4/10/1961,MA,Foreman,Male,82773,Asian,Married,Fully Meets,3
1695,2018-09-04,2022-12-16,BI Director,Jennifer Hernandez,SVG,Terminated for Cause,Contract,Zone C,Full-Time,Voluntary,Product key its something. Yourself pay anyone.,IT/IS,Isp,13-11-1981,MA,Specialist,Female,20654,Other,Widowed,Fully Meets,3
1696,2021-11-07,,BI Developer,Margaret Martinez,NEL,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,General - Eng,16-09-1962,MA,Coordinator,Male,74846,Hispanic,Married,Fully Meets,3
1697,2023-05-24,2023-07-21,BI Developer,Melanie Campbell,MSC,Active,Full-Time,Zone B,Part-Time,Retirement,Soon color sit call certainly.,IT/IS,General - Con,15-06-1987,MA,Foreman,Male,3758,Asian,Widowed,Fully Meets,3
1698,2021-02-15,2021-06-05,Area Sales Manager,Deborah Beltran,EW,Active,Full-Time,Zone A,Part-Time,Resignation,This cost difficult. Time meet should.,IT/IS,Billable Consultants,14-11-1994,MA,Engineer,Male,5156,White,Married,Fully Meets,3
1699,2021-11-03,2022-08-19,Senior BI Developer,Justin Jordan,PL,Active,Contract,Zone C,Part-Time,Voluntary,Picture recently military describe.,Admin Offices,Executive,17-06-1993,MA,Manager,Male,64233,Hispanic,Married,Fully Meets,3
1700,2018-09-20,,Senior BI Developer,Katherine Mccarthy,BPC,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Engineers,8/4/1958,MA,Engineer,Male,61270,Asian,Widowed,Fully Meets,3
1701,2019-07-23,2023-01-07,Senior BI Developer,Jacob Brown,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,Former huge figure enjoy all detail.,IT/IS,Project Management - Con,6/11/1954,MA,Flagger,Male,36731,Other,Single,Fully Meets,3
1702,2022-05-12,,Sales Manager,Bradley Sandoval,SVG,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,8/9/1989,MA,Contracts,Female,49479,Other,Single,Fully Meets,3
1703,2018-10-03,,Sales Manager,Mary Waters,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Aerial,23-02-1978,MA,Lineman,Female,26140,Other,Single,Fully Meets,3
1704,2020-11-26,,CIO,Rachel Thomas,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Project Management - Con,21-06-1994,MA,Project Manager,Female,59091,Hispanic,Widowed,Fully Meets,3
1705,2018-10-04,,BI Director,David Kirk,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Project Management - Con,16-05-1958,MA,Intern,Female,50425,Hispanic,Single,Fully Meets,3
1706,2020-12-02,2023-02-25,BI Developer,Christopher Fisher,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Happen ability as term fish.,IT/IS,Aerial,3/4/1990,MA,Supervisor,Female,81407,Hispanic,Married,Fully Meets,3
1707,2021-09-24,2023-07-20,BI Developer,Charles Mcdonald,PL,Active,Part-Time,Zone C,Full-Time,Voluntary,Fly see experience age Republican.,IT/IS,Wireline Construction,20-03-1994,MA,Clerk,Male,93935,Asian,Married,Fully Meets,3
1708,2020-09-10,2021-05-22,BI Developer,Bonnie Smith,PYZ,Active,Full-Time,Zone A,Temporary,Involuntary,With turn maybe herself trouble.,IT/IS,Splicing,12/5/1990,MA,Associate,Male,65055,Asian,Widowed,Fully Meets,3
1709,2022-05-25,2022-11-17,Area Sales Manager,Whitney Roberts,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Plant opportunity thank style.,IT/IS,General - Sga,22-03-1962,OR,Manager,Male,55354,Black,Married,Fully Meets,3
1710,2019-02-15,2019-12-09,Senior BI Developer,Paige Eaton DDS,PL,Active,Part-Time,Zone A,Part-Time,Resignation,Threat day deep final personal alone picture.,Admin Offices,Field Operations,24-05-1971,MA,Technician,Male,46239,Black,Divorced,Fully Meets,3
1711,2018-09-28,2023-02-01,Senior BI Developer,Johnny Stevens,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Wrong how fund front foreign.,IT/IS,General - Con,21-04-1985,MA,Laborer,Male,43594,Other,Widowed,Fully Meets,3
1712,2018-12-12,,Senior BI Developer,Joanna Lewis,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,29-02-1972,MA,Engineer,Female,72035,Black,Single,Fully Meets,3
1713,2021-12-01,,Sales Manager,Isabella Cox,SVG,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Con,29-08-1990,MA,Flagger,Female,1218,Asian,Married,Fully Meets,3
1714,2022-01-12,,Sales Manager,Nicholas Gomez,EW,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,20-04-2000,MA,Laborer,Female,5062,White,Married,Fully Meets,3
1715,2020-10-27,2022-09-28,CIO,Monique Barnes,WBL,Active,Full-Time,Zone B,Part-Time,Involuntary,Learn will marriage interesting note the success.,IT/IS,Aerial,10/1/1966,MA,Foreman,Female,86362,White,Divorced,Fully Meets,3
1716,2020-11-02,2022-06-21,BI Director,Steven Oliver,NEL,Active,Contract,Zone C,Part-Time,Involuntary,Can conference couple similar anything.,IT/IS,General - Con,19-03-1961,MA,Flagger,Female,21457,Asian,Widowed,Fully Meets,3
1717,2021-04-24,2023-02-28,BI Developer,Vicki Delgado,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,Customer front detail bed say suddenly here.,IT/IS,General - Con,26-11-1959,MA,Model Assistant,Male,49370,Asian,Widowed,Fully Meets,3
