Supervisor,EmpID,JobFamily,DepartmentType,BusinessUnit,NumOfReports
Samantha Ross,1431,Production,Production       ,TNS,1
Timothy Johnston,1432,Production,Production       ,PYZ,1
Brandi Ruiz,1433,Production,Production       ,SVG,1
Desiree Martinez,1434,Production,Production       ,EW,2
Allison Sanders,1435,Production,Production       ,MSC,1
Kimberly Meyer,1436,Production,Production       ,TNS,2
James Kennedy,1437,Production,Production       ,PYZ,1
Brianna Coleman,1438,Production,Production       ,WBL,1
Daniel Mason,1439,Production,Production       ,NEL,1
Tommy Green,1440,Production,Production       ,PL,1
Holly Lee,1441,Production,Production       ,BPC,1
Jerome Warren,1442,Production,Production       ,CCDR,1
Robert Carter,1443,Production,Production       ,SVG,1
John Mccarty,1444,Production,Production       ,EW,1
Felicia Goodwin,1445,Production,Production       ,MSC,1
Joseph Riley,1446,Production,Production       ,TNS,1
Alexis Bell,1447,Production,Production       ,PYZ,1
Jesus Mejia,1448,Production,Production       ,WBL,1
Ashley Gamble,1449,Production,Production       ,PL,1
Michael Rodriguez,1450,Production,Production       ,PYZ,1
Miguel Whitehead,1451,Production,Production       ,SVG,1
Lindsey Carter PhD,1452,Production,Production       ,TNS,1
Sherry Jones,1453,Production,Production       ,WBL,1
Ryan Cooke,1454,Production,Production       ,WBL,1
Sara Farrell,1455,Production,Production       ,PL,1
Brittany Payne,1456,Production,Production       ,PYZ,1
Linda Boyer,1457,Production,Production       ,SVG,1
John Carter,1458,Production,Production       ,TNS,1
Joshua Watkins,1459,Production,Production       ,WBL,1
Adam Graves,1460,Production,Production       ,BPC,1
Shane Carr,1461,Production,Production       ,CCDR,1
Kelly Patel,1462,Production,Production       ,EW,1
Maria Young,1463,Production,Production       ,MSC,1
Karen Cooke,1464,Production,Production       ,NEL,1
Tammy Gardner,1465,Production,Production       ,PL,1
Jennifer Dillon,1466,Production,Production       ,PYZ,1
Andrew Brown,1467,Production,Production       ,SVG,1
Michael Flowers,1468,Production,Production       ,TNS,1
Juan Gordon,1469,Production,Production       ,WBL,1
Kimberly Green,1470,Production,Production       ,BPC,1
Connie Elliott,1471,Production,Production       ,CCDR,1
Chase Ali,1472,Production,Production       ,SVG,1
Teresa Wood,1473,Production,Production       ,EW,1
Timothy Powell,1474,Production,Production       ,MSC,1
Michelle Webb,1475,Production,Production       ,TNS,1
Jared Walsh,1476,Production,Production       ,PYZ,1
Jennifer Rivera,1477,Production,Production       ,CCDR,1
Susan Burns,1478,Production,Production       ,SVG,1
Sandra Blackwell,1479,Production,Production       ,EW,1
Eric Oliver,1480,Production,Production       ,MSC,1
Robyn Robbins,1481,Production,Production       ,TNS,1
Robert Hall,1482,Production,Production       ,PYZ,1
Jacob Smith,1483,Production,Production       ,WBL,2
Sarah Harper,1484,Production,Production       ,NEL,1
Dennis Yates,1485,Production,Production       ,PL,1
Christopher Smith,1486,Production,Production       ,BPC,1
Tracy Phillips,1487,Production,Production       ,CCDR,1
Barry Martinez,1488,Production,Production       ,SVG,1
David Young,1489,Production,Production       ,EW,1
Edwin Serrano,1490,Production,Production       ,MSC,1
Kevin Jones,1491,Production,Production       ,TNS,1
Ian Price,1492,Production,Production       ,CCDR,1
Kimberly Rivera,1493,Production,Production       ,SVG,1
Miranda Brown,1494,Production,Production       ,EW,1
Jorge Cunningham,1495,Production,Production       ,MSC,1
Sarah Fisher,1496,Production,Production       ,TNS,1
Melissa Moreno,1497,Production,Production       ,PYZ,1
Crystal Smith,1498,Production,Production       ,BPC,1
Lori Lopez DVM,1499,Production,Production       ,CCDR,1
Kevin Rodriguez,1500,Production,Production       ,SVG,1
Mary Higgins,1501,Production,Production       ,EW,1
Austin Salas,1502,Production,Production       ,MSC,1
Marissa Clarke,1503,Production,Production       ,TNS,1
Cindy Lopez,1504,Production,Production       ,PYZ,1
Nicole Harrington,1505,Production,Production       ,WBL,1
Christopher Garcia,1506,Production,Production       ,NEL,2
Jamie Wallace,1507,Production,Production       ,PL,1
Noah Woods,1508,Production,Production       ,BPC,1
Taylor Fleming,1509,Production,Production       ,CCDR,1
Stacy Blackwell,1510,Production,Production       ,SVG,1
Melissa Morse,1511,Production,Production       ,EW,1
Maria Huber,1512,Production,Production       ,MSC,1
Carol Knapp,1513,Production,Production       ,PL,1
Alan Anderson,1514,Production,Production       ,PYZ,1
Catherine Durham,1515,Production,Production       ,SVG,1
Travis Smith,1516,Production,Production       ,TNS,1
Deborah Clark,1517,Production,Production       ,WBL,1
Tonya Lewis,1518,Production,Production       ,BPC,1
Albert Wilson,1519,Production,Production       ,BPC,1
Timothy Anthony,1520,Production,Production       ,CCDR,1
Jackie Poole,1521,Production,Production       ,SVG,1
Dr. Daisy James,1522,Production,Production       ,EW,1
Amber Gutierrez,1523,Production,Production       ,MSC,1
Johnny Simpson,1524,Production,Production       ,TNS,1
Ashley Padilla,1525,Production,Production       ,BPC,1
Seth Parks,1526,Production,Production       ,CCDR,1
Timothy Robbins,1527,Production,Production       ,EW,1
Troy Moore,1528,Production,Production       ,MSC,1
Dale Morgan,1529,Production,Production       ,NEL,1
Melissa Carlson,1530,Production,Production       ,PL,1
Paula Flynn,1531,Production,Production       ,PYZ,1
Kendra Huerta,1532,Production,Production       ,SVG,1
Larry Miller,1533,Production,Production       ,TNS,1
Timothy Jennings,1534,Production,Production       ,CCDR,1
Mary Stokes,1535,Production,Production       ,SVG,1
Samuel Donovan,1536,Production,Production       ,EW,1
Eddie Herrera,1537,Production,Production       ,MSC,1
Michael Reed,1538,Production,Production       ,TNS,1
Luke Bright,1539,Production,Production       ,PYZ,1
Bonnie Myers,1540,Production,Production       ,BPC,1
Pamela Guzman,1541,Production,Production       ,CCDR,1
Brittany Sanchez,1542,Production,Production       ,SVG,1
Crystal Nelson,1543,Production,Production       ,EW,1
Jenna Martin,1544,Production,Production       ,MSC,1
Lacey Andrews,1545,Production,Production       ,TNS,1
Michelle Miller,1546,Production,Production       ,PYZ,2
Charles Massey,1547,Production,Production       ,WBL,1
Karen Marquez MD,1548,Production,Production       ,NEL,1
Valerie Gregory,1549,Production,Production       ,PL,1
David Bullock,1550,Production,Production       ,BPC,1
Matthew Mcdaniel,1551,Production,Production       ,CCDR,1
Cory Edwards,1552,Production,Production       ,SVG,1
Kelly Reyes,1553,Production,Production       ,EW,1
Dustin Alvarado,1554,Production,Production       ,MSC,1
Kenneth Reeves,1555,Production,Production       ,PL,1
Juan Spencer,1556,Production,Production       ,PYZ,1
Melissa Rodriguez,1557,Production,Production       ,SVG,1
Andrew Johnson,1558,Production,Production       ,TNS,1
Jodi Scott,1559,Production,Production       ,WBL,1
Tyler Jackson,1560,Production,Production       ,PYZ,1
Jordan Medina,1561,Production,Production       ,PL,1
Thomas Garner,1562,Production,Production       ,BPC,1
Anne Weaver,1563,Production,Production       ,CCDR,1
Todd Cooper,1564,Production,Production       ,SVG,1
Kathryn Drake,1565,Production,Production       ,EW,1
April Mcdonald,1566,Production,Production       ,MSC,1
Taylor Harris,1567,Production,Production       ,TNS,1
Amber Moody,1568,Production,Production       ,PYZ,1
Larry Ramirez,1569,Production,Production       ,WBL,1
Debra Freeman,1570,Production,Production       ,NEL,1
Lisa Walton,1571,Production,Production       ,PL,1
Julie Porter,1572,Production,Production       ,BPC,1
Kim Mcintyre,1573,Production,Production       ,CCDR,1
Stacy Hall,1574,Production,Production       ,SVG,1
Amanda Patterson,1575,Production,Production       ,EW,1
Bill Horn,1576,Production,Production       ,MSC,1
Kevin Hall,1577,Production,Production       ,PL,1
Robin Valdez,1578,Production,Production       ,PYZ,1
Zachary Santana,1579,Production,Production       ,SVG,1
Jennifer Campos,1580,Production,Production       ,TNS,1
Alicia Orr,1581,Production,Production       ,WBL,1
Edward Merritt II,1582,Production,Production       ,BPC,1
Katherine Morris,1583,Production,Production       ,NEL,1
Alexis Reed,1584,Production,Production       ,PL,1
Dr. Ray Austin,1585,Production,Production       ,BPC,1
Samuel Horton,1586,Production,Production       ,CCDR,1
Brenda Butler,1587,Production,Production       ,SVG,1
April Sanchez,1588,Production,Production       ,EW,1
Monica Hubbard,1589,Production,Production       ,MSC,1
Antonio Wilson,1590,Production,Production       ,TNS,1
Carla Francis,1591,Production,Production       ,PYZ,1
Elizabeth Allen,1592,Production,Production       ,WBL,2
Donna Collins,1593,Production,Production       ,NEL,1
Paul Smith,1594,Production,Production       ,PL,2
Laura Meadows,1595,Production,Production       ,BPC,1
Jennifer Mendez,1596,Production,Production       ,CCDR,1
Lynn Lewis,1597,Production,Production       ,SVG,1
Francisco Henry,1598,Production,Production       ,EW,1
Marie Cruz,1599,Production,Production       ,BPC,1
April Carpenter,1600,Production,Production       ,CCDR,1
Christopher Sullivan,1601,Production,Production       ,SVG,1
Elizabeth Klein MD,1602,Production,Production       ,EW,1
Jonathon Rivera,1603,Production,Production       ,MSC,1
Ryan Dominguez,1604,Production,Production       ,TNS,1
Mark Marks,1605,Production,Production       ,NEL,1
Justin Hartman,1606,Production,Production       ,PL,1
David Boyd,1607,Production,Production       ,BPC,1
Emily Flores,1608,Production,Production       ,CCDR,1
John Hopkins,1609,Production,Production       ,SVG,1
Wendy Williamson,1610,Production,Production       ,EW,1
Glenda Wilson,1611,Production,Production       ,MSC,1
Bailey Richards,1612,Production,Production       ,TNS,1
Taylor Cruz,1613,Production,Production       ,PYZ,1
Joseph Harris,1614,Production,Production       ,WBL,1
Courtney Mann,1615,Production,Production       ,NEL,1
Anthony Page,1616,Production,Production       ,PL,1
Christina Powell,1617,Production,Production       ,BPC,1
Shane Smith,1618,Production,Production       ,CCDR,1
Tammie Brown,1619,Production,Production       ,SVG,1
David Browning,1620,Production,Production       ,EW,1
Alicia Mendoza,1621,Data & Analytics,IT/IS,MSC,1
Cynthia Goodwin,1622,Data & Analytics,IT/IS,TNS,1
David Beard,1623,Data & Analytics,IT/IS,PYZ,1
Maria Rivera,1624,Data & Analytics,IT/IS,WBL,1
Victor Maynard,1625,Data & Analytics,IT/IS,NEL,1
William Green,1626,Data & Analytics,IT/IS,PL,1
Alicia Howard,1627,Data & Analytics,IT/IS,BPC,1
Walter Thompson,1628,Data & Analytics,IT/IS,CCDR,1
Robert Crawford,1629,Data & Analytics,IT/IS,PL,1
David Wu,1630,Data & Analytics,IT/IS,BPC,1
Jessica Peters,1631,Data & Analytics,IT/IS,CCDR,2
Mary Lewis,1632,Data & Analytics,IT/IS,SVG,1
Sandra Gardner,1633,Sales,IT/IS,EW,1
Bethany Jackson,1634,Sales,IT/IS,MSC,1
Alexandra Harvey,1635,Sales,IT/IS,TNS,1
Donna Gomez,1636,Sales,Admin Offices,SVG,1
Mr. Keith Smith DVM,1637,Sales,Admin Offices,EW,1
Miss Andrea Robertson,1638,Sales,Sales,MSC,1
Robert Ford,1639,Data & Analytics,IT/IS,EW,1
Christopher Meyer,1640,Data & Analytics,IT/IS,MSC,1
Daniel Cooke,1641,Data & Analytics,IT/IS,NEL,1
Jennifer Davies,1642,Data & Analytics,IT/IS,PL,1
Christopher King,1643,Sales,IT/IS,SVG,1
Jasmine Mclaughlin,1644,Sales,IT/IS,TNS,1
Jennifer Briggs,1645,Sales,IT/IS,WBL,1
Carol Morales,1646,Sales,Admin Offices,SVG,1
Johnny Parker,1647,Sales,IT/IS,EW,1
Karen Cordova,1648,Sales,Sales,MSC,1
Diana Schmitt,1649,Executive & Leadership,IT/IS,WBL,1
Courtney Chang,1650,Data & Analytics,IT/IS,NEL,1
Patricia Moore,1651,Data & Analytics,IT/IS,PL,1
Tiffany Cantrell,1652,Data & Analytics,IT/IS,BPC,1
Alyssa Gutierrez,1653,Sales,IT/IS,EW,1
Raymond Walsh,1654,Sales,IT/IS,MSC,1
Lisa Thompson,1655,Sales,IT/IS,TNS,1
Jessica Morgan,1656,Data & Analytics,Admin Offices,CCDR,2
Tristan Hutchinson,1657,Sales,IT/IS,SVG,1
Aaron Willis,1658,Sales,IT/IS,EW,1
Keith Fleming,1659,Sales,Sales,MSC,1
Whitney Miller,1660,Executive & Leadership,IT/IS,WBL,1
Christina Randall,1661,Data & Analytics,IT/IS,NEL,1
William Lloyd,1662,Data & Analytics,IT/IS,PL,1
Mrs. Jennifer Hughes,1663,Data & Analytics,IT/IS,BPC,1
Jordan Bennett,1664,Sales,IT/IS,EW,1
Jonathan Taylor,1665,Sales,IT/IS,MSC,1
Alexis Johns,1666,Sales,IT/IS,TNS,1
Gloria Franklin,1667,Data & Analytics,Admin Offices,BPC,1
Eric Mcclain,1668,Data & Analytics,Admin Offices,CCDR,1
Olivia Barton,1669,Sales,IT/IS,SVG,1
Bethany Norris,1670,Sales,IT/IS,EW,1
Anita Brown,1671,Sales,Sales,MSC,1
Emily Chen,1672,Executive & Leadership,IT/IS,CCDR,1
April Gallagher,1673,Data & Analytics,IT/IS,EW,1
Deborah White,1674,Data & Analytics,IT/IS,MSC,1
Crystal Garcia,1675,Sales,IT/IS,SVG,1
Jeremy Ewing,1676,Sales,IT/IS,TNS,1
Dillon Guerrero,1677,Sales,IT/IS,WBL,1
Barbara Boyd,1678,Data & Analytics,Admin Offices,PL,1
Susan Barrett,1679,Data & Analytics,Admin Offices,BPC,1
Anthony Foster,1680,Data & Analytics,IT/IS,CCDR,1
Jennifer Cook,1681,Sales,IT/IS,SVG,1
Elizabeth Romero,1682,Sales,IT/IS,EW,1
Rebecca Davis,1683,Sales,Sales,MSC,1
Christopher Ayala,1684,Executive & Leadership,IT/IS,WBL,1
Jeremy Wright,1685,Data & Analytics,IT/IS,NEL,1
Jennifer Adams,1686,Data & Analytics,IT/IS,SVG,2
Charles Williamson,1687,Sales,IT/IS,EW,1
James Black,1688,Sales,IT/IS,MSC,1
Wendy Palmer,1689,Data & Analytics,Admin Offices,MSC,1
Tracy Price,1690,Data & Analytics,Admin Offices,NEL,1
Ruth Cruz,1691,Data & Analytics,IT/IS,PL,1
William Hutchinson,1692,Sales,IT/IS,PYZ,1
Sharon Kim,1693,Sales,IT/IS,SVG,1
Dennis Gardner,1694,Executive & Leadership,IT/IS,TNS,1
Jennifer Hernandez,1695,Data & Analytics,IT/IS,SVG,2
Margaret Martinez,1696,Data & Analytics,IT/IS,NEL,1
Melanie Campbell,1697,Data & Analytics,IT/IS,MSC,1
Deborah Beltran,1698,Sales,IT/IS,EW,1
Justin Jordan,1699,Data & Analytics,Admin Offices,PL,1
Katherine Mccarthy,1700,Data & Analytics,IT/IS,BPC,1
Jacob Brown,1701,Data & Analytics,IT/IS,CCDR,1
Bradley Sandoval,1702,Sales,IT/IS,SVG,1
Mary Waters,1703,Sales,Sales,EW,1
Rachel Thomas,1704,Executive & Leadership,IT/IS,CCDR,1
David Kirk,1705,Data & Analytics,IT/IS,EW,1
Christopher Fisher,1706,Data & Analytics,IT/IS,NEL,1
Charles Mcdonald,1707,Data & Analytics,IT/IS,PL,1
Bonnie Smith,1708,Data & Analytics,IT/IS,PYZ,1
Whitney Roberts,1709,Sales,IT/IS,SVG,1
Paige Eaton DDS,1710,Data & Analytics,Admin Offices,PL,1
Johnny Stevens,1711,Data & Analytics,IT/IS,BPC,1
Joanna Lewis,1712,Data & Analytics,IT/IS,CCDR,1
Isabella Cox,1713,Sales,IT/IS,SVG,1
Nicholas Gomez,1714,Sales,Sales,EW,1
Monique Barnes,1715,Executive & Leadership,IT/IS,WBL,1
Steven Oliver,1716,Data & Analytics,IT/IS,NEL,1
Vicki Delgado,1717,Data & Analytics,IT/IS,BPC,1
Daryl Swanson,1718,Data & Analytics,IT/IS,CCDR,1
James Johnson,1719,Data & Analytics,IT/IS,SVG,1
Juan Jackson,1720,Data & Analytics,IT/IS,MSC,1
Wendy Daniels,1721,Data & Analytics,IT/IS,NEL,1
John Smith,1722,Data & Analytics,IT/IS,PL,3
Nicole Taylor,1723,Sales,Sales,PYZ,1
Amanda Shaw MD,1724,Executive & Leadership,IT/IS,TNS,1
Nancy Cruz,1725,Data & Analytics,IT/IS,PL,1
Elizabeth Walker,1726,Data & Analytics,IT/IS,NEL,1
Leslie Tran,1727,Data & Analytics,IT/IS,MSC,1
Yesenia Woodard,1728,Production,Production       ,WBL,1
Michelle Henson,1729,Production,Production       ,EW,1
Natasha Sullivan,1730,Production,Production       ,EW,1
Mark Smith,1731,Production,Production       ,WBL,1
Samantha Hancock,1732,Production,Production       ,WBL,1
Joshua Ward,1733,Production,Production       ,EW,1
Anthony Martinez,1734,Production,Production       ,NEL,1
Cody Scott,1735,Production,Production       ,NEL,1
Jeffrey Thompson,1736,Production,Production       ,TNS,1
Jacqueline Jones,1737,Production,Production       ,TNS,1
Tami Fuentes,1738,Production,Production       ,CCDR,1
Michael Farmer,1739,Production,Production       ,CCDR,1
Madeline Baker,1740,Production,Production       ,NEL,1
Katherine Costa,1741,Production,Production       ,MSC,1
Rebecca Bird,1742,Production,Production       ,TNS,1
Sarah Mcdonald,1743,Production,Production       ,SVG,1
Teresa Murray,1744,Production,Production       ,PL,1
Erin Castro,1745,Production,Production       ,EW,1
Joshua Gonzalez,1746,Production,Production       ,WBL,2
Mary Blackwell,1747,Production,Production       ,PL,1
Benjamin Hamilton,1748,Production,Production       ,PYZ,1
Kimberly Wilcox,1749,Production,Production       ,PYZ,1
Chase Swanson,1750,Production,Production       ,WBL,1
Evan Durham,1751,Production,Production       ,NEL,1
Mario Johnson MD,1752,Production,Production       ,PL,1
Kimberly Williams,1753,Production,Production       ,BPC,1
Alejandro Davies,1754,Production,Production       ,CCDR,1
Duane Anderson,1755,Production,Production       ,SVG,1
David Cooper,1756,Production,Production       ,EW,1
Rebecca Conway,1757,Production,Production       ,MSC,1
Melissa Chavez,1758,Production,Production       ,TNS,1
Patricia Newman,1759,Production,Production       ,PYZ,1
Sally Meadows,1760,Production,Production       ,WBL,1
Sara Golden,1761,Production,Production       ,NEL,1
Roger Reed,1762,Production,Production       ,PL,1
Debra Boyer,1763,Production,Production       ,BPC,1
Robert Rios,1764,Production,Production       ,CCDR,1
Kyle Bell,1765,Production,Production       ,BPC,1
Michelle Herrera,1766,Production,Production       ,PYZ,1
Renee Beasley,1767,Production,Production       ,WBL,1
Scott Graves,1768,Production,Production       ,NEL,1
Bryan Harvey,1769,Production,Production       ,PL,1
John Ramirez,1770,Production,Production       ,BPC,1
David Reid,1771,Production,Production       ,CCDR,1
Jamie Holloway,1772,Production,Production       ,SVG,1
Mitchell Woods,1773,Production,Production       ,EW,1
Aaron Cochran,1774,Production,Production       ,MSC,1
Scott Smith,1775,Production,Production       ,TNS,1
Lucas Rodriguez,1776,Production,Production       ,PYZ,1
Brian Rogers,1777,Production,Production       ,WBL,1
Brandon Mcdonald,1778,Production,Production       ,NEL,1
Christina Cohen,1779,Production,Production       ,PL,1
Jason Taylor,1780,Production,Production       ,BPC,1
Angela Maxwell,1781,Production,Production       ,CCDR,1
Kenneth Dean,1782,Production,Production       ,NEL,1
Julie Smith,1783,Production,Production       ,PYZ,1
Mr. John Thomas,1784,Production,Production       ,WBL,1
Michael Mcgee PhD,1785,Production,Production       ,NEL,1
Daniel Banks,1786,Production,Production       ,PL,1
Edward Peterson,1787,Production,Production       ,BPC,1
Reginald Hernandez,1788,Production,Production       ,CCDR,1
Danielle Smith,1789,Production,Production       ,SVG,1
Sara Smith,1790,Production,Production       ,EW,1
Becky Cardenas,1791,Production,Production       ,MSC,1
Brittany Olson,1792,Production,Production       ,TNS,1
Victor Blair,1793,Production,Production       ,BPC,1
James Ashley,1794,Production,Production       ,CCDR,1
Shawn Howard,1795,Production,Production       ,EW,1
Pamela Cruz,1796,Production,Production       ,MSC,1
Jennifer Harrington,1797,Production,Production       ,NEL,1
Kathryn Avila,1798,Production,Production       ,PL,1
Alexandra Clark,1799,Production,Production       ,BPC,1
Bethany Wilkerson,1800,Production,Production       ,TNS,1
Brian Archer,1801,Production,Production       ,PYZ,1
Kathleen Moon,1802,Production,Production       ,WBL,1
William Cooper,1803,Production,Production       ,NEL,1
Rebecca Pearson,1804,Production,Production       ,PL,1
Patricia Perry,1805,Production,Production       ,BPC,1
Angela Reese,1806,Production,Production       ,CCDR,1
Christina Hayden,1807,Production,Production       ,SVG,1
Victoria Jacobs,1808,Production,Production       ,EW,1
John Jordan,1809,Production,Production       ,MSC,2
Stephen Richardson,1810,Production,Production       ,TNS,1
Catherine Baker,1811,Production,Production       ,PYZ,1
William Hall III,1812,Production,Production       ,WBL,1
James Meyer,1813,Production,Production       ,NEL,1
Daniel Thomas,1814,Production,Production       ,PL,1
Christopher Davis,1815,Production,Production       ,BPC,1
Ronald Castro,1816,Production,Production       ,NEL,1
William Newman,1817,Production,Production       ,PL,1
Kenneth Miller,1818,Production,Production       ,BPC,1
Deborah Blackwell,1819,Production,Production       ,WBL,1
Kenneth Elliott,1820,Production,Production       ,PYZ,1
Tricia Davies,1821,Production,Production       ,WBL,1
Lisa Hernandez,1822,Production,Production       ,NEL,2
Karen Pugh,1823,Production,Production       ,PL,1
Lori Mason,1824,Production,Production       ,BPC,1
Stephen Neal,1825,Production,Production       ,CCDR,1
Robert Sanchez,1826,Production,Production       ,SVG,1
Glenda Williams,1827,Production,Production       ,EW,1
Patrick Hall,1828,Production,Production       ,MSC,1
Joel Flynn,1829,Production,Production       ,TNS,1
Patrick Carpenter,1830,Production,Production       ,PYZ,1
Daniel Mathis,1831,Production,Production       ,WBL,1
Bradley Randall,1832,Production,Production       ,NEL,1
Anita Chapman,1833,Production,Production       ,PL,1
Joseph Diaz,1834,Production,Production       ,CCDR,1
Danielle Reyes,1835,Production,Production       ,EW,1
Daniel Hardy,1836,Production,Production       ,MSC,1
Michael Graves,1837,Production,Production       ,NEL,1
Elizabeth Kaufman,1838,Production,Production       ,TNS,1
Joshua Glenn,1839,Production,Production       ,PYZ,1
Misty Brown,1840,Production,Production       ,WBL,1
Brian Paul,1841,Production,Production       ,NEL,1
Ricardo Harris,1842,Production,Production       ,PL,1
Samantha French,1843,Production,Production       ,BPC,1
Nicole Vasquez,1844,Production,Production       ,CCDR,1
Matthew Ramirez,1845,Production,Production       ,SVG,1
Sarah Delacruz,1846,Production,Production       ,EW,1
Lee Lucas,1847,Production,Production       ,MSC,1
Lisa Reed,1848,Production,Production       ,TNS,1
Mary Conley,1849,Production,Production       ,PYZ,1
Ashley Orozco,1850,Production,Production       ,WBL,1
Angelica Vazquez,1851,Production,Production       ,NEL,1
Christopher Ponce,1852,Production,Production       ,PL,1
Tara Fields,1853,Production,Production       ,PYZ,1
Joshua Evans,1854,Production,Production       ,WBL,1
Lisa Hernandez,1855,Production,Production       ,NEL,2
Nancy Valdez,1856,Production,Production       ,PL,1
David Garcia,1857,Production,Production       ,BPC,2
Ryan Baker,1858,Production,Production       ,TNS,1
Tammy Poole,1859,Production,Production       ,PYZ,1
Jenna Perry,1860,Production,Production       ,WBL,1
Ana Harding,1861,Production,Production       ,NEL,1
Thomas Davis,1862,Production,Production       ,PL,1
Jennifer Boone,1863,Production,Production       ,BPC,1
Karen Smith,1864,Production,Production       ,CCDR,1
Jamie Anderson,1865,Production,Production       ,SVG,2
Kathleen Boyle,1866,Production,Production       ,EW,1
Natalie Roman,1867,Production,Production       ,MSC,1
Anthony Diaz,1868,Production,Production       ,TNS,1
Robert Adams,1869,Production,Production       ,PYZ,1
Steven Reid,1870,Production,Production       ,WBL,1
Andrew Calderon,1871,Production,Production       ,NEL,1
Andrew Ball,1872,Production,Production       ,PL,1
Christine Larson,1873,Production,Production       ,BPC,1
Brenda Thompson,1874,Production,Production       ,CCDR,1
Patricia Robbins,1875,Production,Production       ,EW,1
Terry Stevens,1876,Production,Production       ,MSC,1
Rachel Paul,1877,Production,Production       ,NEL,1
Elizabeth Miller,1878,Production,Production       ,WBL,1
David Vasquez,1879,Production,Production       ,BPC,1
Alexandra Rice,1880,Production,Production       ,CCDR,1
Thomas Lee,1881,Production,Production       ,EW,1
Christina Burgess,1882,Production,Production       ,MSC,1
Regina Goodwin,1883,Production,Production       ,NEL,1
Alicia Gonzalez,1884,Production,Production       ,PL,1
Peter Giles,1885,Production,Production       ,PYZ,1
Daniel Guerra,1886,Production,Production       ,SVG,1
Ashley Clark,1887,Production,Production       ,TNS,1
Veronica Murphy,1888,Production,Production       ,WBL,1
Kelsey Thompson,1889,Production,Production       ,PYZ,1
Cole Johns,1890,Production,Production       ,WBL,1
Wendy Elliott,1891,Production,Production       ,NEL,1
Nicholas Anderson,1892,Production,Production       ,TNS,1
Darryl Scott,1893,Production,Production       ,BPC,1
Clayton Wilson,1894,Production,Production       ,CCDR,1
Phillip Fernandez,1895,Production,Production       ,EW,1
Joshua Tapia,1896,Production,Production       ,MSC,1
Lauren Wilson,1897,Production,Production       ,NEL,1
Benjamin Lang,1898,Production,Production       ,MSC,1
Ashley Cannon,1899,Production,Production       ,TNS,1
Lauren Thompson,1900,Production,Production       ,PYZ,1
Diana Cox,1901,Production,Production       ,WBL,1
Samantha Hester,1902,Production,Production       ,NEL,1
Roger Lynch,1903,Production,Production       ,PL,1
Brenda Rodriguez,1904,Production,Production       ,BPC,1
Sean Moon,1905,Production,Production       ,CCDR,1
Holly Hudson,1906,Production,Production       ,SVG,1
Charles Allen,1907,Production,Production       ,EW,1
Bonnie Hardin,1908,Production,Production       ,MSC,1
Heather Michael,1909,Production,Production       ,TNS,1
Jose Gomez,1910,Production,Production       ,PYZ,1
Angela Bailey,1911,Production,Production       ,WBL,2
Brett Sims,1912,Production,Production       ,TNS,1
Natalie Johnson,1913,Production,Production       ,PYZ,1
Deanna Freeman,1914,Production,Production       ,WBL,1
Mary Todd,1915,Production,Production       ,NEL,1
Kevin Perkins,1916,Production,Production       ,PL,1
Joseph Bryant,1917,Production,Production       ,EW,1
Kayla Shelton,1918,Production,Production       ,MSC,1
Dylan Foster,1919,Production,Production       ,TNS,1
Mary Morgan,1920,Production,Production       ,PYZ,1
Danny Howard,1921,Production,Production       ,WBL,1
Lisa Morrison,1922,Production,Production       ,NEL,1
John Adams,1923,Production,Production       ,PL,1
Derek Thompson,1924,Production,Production       ,BPC,1
Jason Kelly,1925,Production,Production       ,CCDR,1
Cheryl Anderson,1926,Production,Production       ,SVG,1
Jeffrey Peters,1927,Production,Production       ,EW,1
Cindy Phillips,1928,Production,Production       ,MSC,1
James Lee,1929,Production,Production       ,TNS,1
Kelly Vaughn,1930,Production,Production       ,PYZ,1
Donna Jones,1931,Production,Production       ,WBL,1
Emily Gaines,1932,Sales,Sales,BPC,1
Laura Smith,1933,Sales,Sales,NEL,1
Steve Grant,1934,Sales,Sales,WBL,1
Brent Hickman,1935,Production,Sales,TNS,1
Mary Weber,1936,Production,Sales,BPC,2
Kayla Peterson,1937,Production,Sales,CCDR,1
Donna Gonzalez,1938,Production,Sales,TNS,1
Michele Riddle,1939,Production,Sales,PYZ,1
Stephanie Kerr,1940,Production,Sales,TNS,1
Mackenzie Johnston,1941,Production,Sales,PYZ,1
William Thompson,1942,Production,Sales,TNS,1
Timothy Wheeler,1943,Production,Sales,PYZ,1
Steve Macdonald,1944,Production,Sales,TNS,1
Christopher Murray DDS,1945,Sales,Sales,TNS,1
James Mitchell,1946,Production,Sales,WBL,1
John Chavez,1947,Sales,Sales,MSC,1
Teresa Williamson,1948,Production,Sales,TNS,1
Kimberly Washington,1949,Sales,Sales,MSC,1
Stephanie Anderson,1950,Production,Production       ,TNS,1
Jeffery Snyder,1951,Sales,Sales,SVG,1
Abigail Marks,1952,Sales,Sales,TNS,1
Jeffrey Murphy,1953,Production,Production       ,PL,1
Heather Riley,1954,Production,Production       ,SVG,1
Jonathan Huber,1955,Production,Production       ,MSC,1
Patrick Liu,1956,Production,Production       ,PL,1
Jimmy Cox,1957,Production,Production       ,TNS,1
Neil Aguilar,1958,Production,Production       ,PYZ,1
Kirsten Patel,1959,Production,Production       ,CCDR,1
Sean Scott,1960,Production,Production       ,PYZ,1
